Station,Campaign,Date,Metal,Sediment_Conc_mg_per_kg,Water_Conc_ug_per_L,Water_Conc_mg_per_L,Partitioning_Ratio_L_per_kg,Log_Partitioning_Ratio,DO_mg_per_L,DO_Status,pH,Fe_%,Mn_mg_per_kg,Al_%,S_%,Organic_Matter_%
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Arsenic,9.1,10.0,0.01,910.0,2.9590413923210934,6.38,Oxic,8.3,3.09,505.0,1.43,0.5,0.57
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Cadmium,0.13,10.0,0.01,13.0,1.1139433523068367,6.38,Oxic,8.3,3.09,505.0,1.43,0.5,0.57
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Lead,36.3,30.0,0.03,1210.0,3.0827853703164503,6.38,Oxic,8.3,3.09,505.0,1.43,0.5,0.57
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Zinc,57.5,167.0,0.167,344.31137724550894,2.5369513735420472,6.38,Oxic,8.3,3.09,505.0,1.43,0.5,0.57
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Arsenic,7.0,10.0,0.01,700.0,2.845098040014257,6.38,Oxic,8.3,2.4,440.0,0.9,0.5,0.57
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Cadmium,0.08,10.0,0.01,8.0,0.9030899869919435,6.38,Oxic,8.3,2.4,440.0,0.9,0.5,0.57
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Lead,15.8,30.0,0.03,526.6666666666667,2.72153583223476,6.38,Oxic,8.3,2.4,440.0,0.9,0.5,0.57
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Zinc,44.2,167.0,0.167,264.6706586826347,2.4227057982015086,6.38,Oxic,8.3,2.4,440.0,0.9,0.5,0.57
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Arsenic,8.0,10.0,0.01,800.0,2.9030899869919438,6.38,Oxic,8.3,2.09,380.0,0.7,0.5,0.57
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Cadmium,0.1,10.0,0.01,10.0,1.0,6.38,Oxic,8.3,2.09,380.0,0.7,0.5,0.57
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Lead,35.6,30.0,0.03,1186.6666666666667,3.0743287432532127,6.38,Oxic,8.3,2.09,380.0,0.7,0.5,0.57
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Zinc,41.9,167.0,0.167,250.89820359281435,2.399497551818712,6.38,Oxic,8.3,2.09,380.0,0.7,0.5,0.57
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Arsenic,9.0,10.0,0.01,900.0,2.9542425094393248,6.38,Oxic,8.3,2.48,429.0,0.79,0.5,0.57
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Cadmium,0.09,10.0,0.01,9.0,0.9542425094393249,6.38,Oxic,8.3,2.48,429.0,0.79,0.5,0.57
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Lead,19.8,30.0,0.03,660.0,2.8195439355418688,6.38,Oxic,8.3,2.48,429.0,0.79,0.5,0.57
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Zinc,36.3,167.0,0.167,217.36526946107782,2.337190153888529,6.38,Oxic,8.3,2.48,429.0,0.79,0.5,0.57
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Arsenic,10.2,10.0,0.01,1019.9999999999999,3.0086001717619175,5.73,Oxic,8.4,3.15,555.0,1.0,0.5,1.58
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Cadmium,0.09,10.0,0.01,9.0,0.9542425094393249,5.73,Oxic,8.4,3.15,555.0,1.0,0.5,1.58
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Lead,14.9,62.0,0.062,240.3225806451613,2.38079457891402,5.73,Oxic,8.4,3.15,555.0,1.0,0.5,1.58
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Zinc,49.3,240.0,0.24,205.41666666666666,2.312635677565624,5.73,Oxic,8.4,3.15,555.0,1.0,0.5,1.58
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Arsenic,7.9,10.0,0.01,790.0,2.8976270912904414,5.73,Oxic,8.4,2.47,463.0,1.35,0.5,1.58
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Cadmium,0.07,10.0,0.01,7.000000000000001,0.8450980400142569,5.73,Oxic,8.4,2.47,463.0,1.35,0.5,1.58
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Lead,12.5,62.0,0.062,201.61290322580646,2.3045183235098023,5.73,Oxic,8.4,2.47,463.0,1.35,0.5,1.58
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Zinc,39.3,240.0,0.24,163.75,2.2141813086638207,5.73,Oxic,8.4,2.47,463.0,1.35,0.5,1.58
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Arsenic,7.5,10.0,0.01,750.0,2.8750612633917,5.73,Oxic,8.4,2.2,431.0,0.56,0.5,1.58
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Cadmium,0.04,10.0,0.01,4.0,0.6020599913279624,5.73,Oxic,8.4,2.2,431.0,0.56,0.5,1.58
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Lead,11.8,62.0,0.062,190.3225806451613,2.2794903178078716,5.73,Oxic,8.4,2.2,431.0,0.56,0.5,1.58
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Zinc,36.3,240.0,0.24,151.25,2.1796953833245065,5.73,Oxic,8.4,2.2,431.0,0.56,0.5,1.58
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Arsenic,7.8,10.0,0.01,780.0,2.8920946026904804,5.73,Oxic,8.4,2.7,479.0,0.66,0.5,1.58
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Cadmium,0.05,10.0,0.01,5.0,0.6989700043360189,5.73,Oxic,8.4,2.7,479.0,0.66,0.5,1.58
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Lead,12.6,62.0,0.062,203.2258064516129,2.307978855619309,5.73,Oxic,8.4,2.7,479.0,0.66,0.5,1.58
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Zinc,32.7,240.0,0.24,136.25000000000003,2.13433651094868,5.73,Oxic,8.4,2.7,479.0,0.66,0.5,1.58
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2020,2020-12-15,Arsenic,154.0,0.5,0.0005,308000.0,5.488550716500444,5.62,Oxic,8.4,2.4,644.0,1.08,0.5,0.27
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2020,2020-12-15,Cadmium,2.94,0.25,0.00025,11760.0,4.070407321740119,5.62,Oxic,8.4,2.4,644.0,1.08,0.5,0.27
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2020,2020-12-15,Lead,106.0,1.0,0.001,106000.0,5.02530586526477,5.62,Oxic,8.4,2.4,644.0,1.08,0.5,0.27
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2020,2020-12-15,Zinc,710.0,25.0,0.025,28400.0,4.453318340047038,5.62,Oxic,8.4,2.4,644.0,1.08,0.5,0.27
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2020,2020-12-15,Arsenic,21.1,0.5,0.0005,42200.0,4.625312450961673,5.62,Oxic,8.4,1.93,378.0,1.11,0.5,0.27
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2020,2020-12-15,Cadmium,0.18,0.25,0.00025,720.0,2.8573324964312685,5.62,Oxic,8.4,1.93,378.0,1.11,0.5,0.27
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2020,2020-12-15,Lead,16.4,1.0,0.001,16400.0,4.214843848047698,5.62,Oxic,8.4,1.93,378.0,1.11,0.5,0.27
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2020,2020-12-15,Zinc,98.3,25.0,0.025,3931.9999999999995,3.594613509160098,5.62,Oxic,8.4,1.93,378.0,1.11,0.5,0.27
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2021,2021-08-11,Arsenic,6.4,0.5,0.0005,12800.0,4.107209969647869,6.4,Oxic,7.4,2.5,665.0,0.71,0.5,0.32
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2021,2021-08-11,Cadmium,0.71,0.25,0.00025,2840.0,3.4533183400470375,6.4,Oxic,7.4,2.5,665.0,0.71,0.5,0.32
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2021,2021-08-11,Lead,15.1,0.5,0.0005,30200.0,4.480006942957151,6.4,Oxic,7.4,2.5,665.0,0.71,0.5,0.32
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2021,2021-08-11,Zinc,76.3,25.0,0.025,3051.9999999999995,3.484584529282843,6.4,Oxic,7.4,2.5,665.0,0.71,0.5,0.32
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2021,2021-08-11,Arsenic,6.6,0.5,0.0005,13199.999999999998,4.12057393120585,6.4,Oxic,7.4,2.69,656.0,0.73,0.5,0.32
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2021,2021-08-11,Cadmium,0.63,0.25,0.00025,2520.0,3.401400540781544,6.4,Oxic,7.4,2.69,656.0,0.73,0.5,0.32
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2021,2021-08-11,Lead,18.7,0.5,0.0005,37400.0,4.57287160220048,6.4,Oxic,7.4,2.69,656.0,0.73,0.5,0.32
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2021,2021-08-11,Zinc,72.6,25.0,0.025,2903.9999999999995,3.462996612028056,6.4,Oxic,7.4,2.69,656.0,0.73,0.5,0.32
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2022,2022-12-06,Arsenic,5.0,5.0,0.005,1000.0,3.0,6.21,Oxic,7.7,1.344,290.0,,,0.8
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2022,2022-12-06,Cadmium,0.5,0.005,5e-06,99999.99999999999,5.0,6.21,Oxic,7.7,1.344,290.0,,,0.8
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2022,2022-12-06,Lead,10.0,0.5,0.0005,20000.0,4.301029995663981,6.21,Oxic,7.7,1.344,290.0,,,0.8
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2022,2022-12-06,Zinc,39.8,10.0,0.01,3979.9999999999995,3.5998830720736876,6.21,Oxic,7.7,1.344,290.0,,,0.8
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2022,2022-12-06,Arsenic,5.0,5.0,0.005,1000.0,3.0,6.21,Oxic,7.7,1.276,282.0,,,0.8
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2022,2022-12-06,Cadmium,0.5,0.005,5e-06,99999.99999999999,5.0,6.21,Oxic,7.7,1.276,282.0,,,0.8
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2022,2022-12-06,Lead,10.0,0.5,0.0005,20000.0,4.301029995663981,6.21,Oxic,7.7,1.276,282.0,,,0.8
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2022,2022-12-06,Zinc,35.4,10.0,0.01,3540.0,3.5490032620257876,6.21,Oxic,7.7,1.276,282.0,,,0.8
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2022,2022-12-06,Arsenic,5.0,5.0,0.005,1000.0,3.0,6.21,Oxic,7.7,1.666,341.0,,,0.8
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2022,2022-12-06,Cadmium,0.5,0.005,5e-06,99999.99999999999,5.0,6.21,Oxic,7.7,1.666,341.0,,,0.8
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2022,2022-12-06,Lead,10.0,0.5,0.0005,20000.0,4.301029995663981,6.21,Oxic,7.7,1.666,341.0,,,0.8
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2022,2022-12-06,Zinc,39.5,10.0,0.01,3950.0,3.59659709562646,6.21,Oxic,7.7,1.666,341.0,,,0.8
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2022,2022-08-10,Arsenic,3.96,5.0,0.005,792.0,2.8987251815894934,6.61,Oxic,8.0,26288.9,330.38,,,0.84
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2022,2022-08-10,Cadmium,1.76,2.5,0.0025,704.0,2.847572659142112,6.61,Oxic,8.0,26288.9,330.38,,,0.84
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2022,2022-08-10,Lead,7.67,5.0,0.005,1534.0,3.185825359612962,6.61,Oxic,8.0,26288.9,330.38,,,0.84
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2022,2022-08-10,Zinc,49.68,331.0,0.331,150.09063444108762,2.176353593392805,6.61,Oxic,8.0,26288.9,330.38,,,0.84
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2022,2022-08-10,Arsenic,3.54,5.0,0.005,708.0,2.850033257689769,6.61,Oxic,8.0,2.145269,328.23,,,0.84
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2022,2022-08-10,Cadmium,1.77,2.5,0.0025,708.0,2.850033257689769,6.61,Oxic,8.0,2.145269,328.23,,,0.84
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2022,2022-08-10,Lead,6.45,5.0,0.005,1290.0,3.110589710299249,6.61,Oxic,8.0,2.145269,328.23,,,0.84
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2022,2022-08-10,Zinc,47.59,331.0,0.331,143.7764350453172,2.157687711023039,6.61,Oxic,8.0,2.145269,328.23,,,0.84
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,May 2022,2022-05-25,Arsenic,8.1,5.0,0.005,1620.0,3.2095150145426308,6.8,Oxic,7.9,2.65,694.0,0.72,0.5,0.25
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,May 2022,2022-05-25,Cadmium,1.15,5.0,0.005,229.99999999999997,2.3617278360175926,6.8,Oxic,7.9,2.65,694.0,0.72,0.5,0.25
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,May 2022,2022-05-25,Lead,13.9,5.0,0.005,2780.0,3.444044795918076,6.8,Oxic,7.9,2.65,694.0,0.72,0.5,0.25
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,May 2022,2022-05-25,Zinc,80.7,216.0,0.216,373.61111111111114,2.5724197835711395,6.8,Oxic,7.9,2.65,694.0,0.72,0.5,0.25
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,May 2022,2022-05-25,Arsenic,22.6,5.0,0.005,4520.0,3.655138434811382,6.8,Oxic,7.9,3.2,814.0,0.64,0.5,0.25
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,May 2022,2022-05-25,Cadmium,1.62,5.0,0.005,324.0,2.510545010206612,6.8,Oxic,7.9,3.2,814.0,0.64,0.5,0.25
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,May 2022,2022-05-25,Lead,20.8,5.0,0.005,4160.0,3.6190933306267428,6.8,Oxic,7.9,3.2,814.0,0.64,0.5,0.25
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,May 2022,2022-05-25,Zinc,101.0,216.0,0.216,467.5925925925926,2.6698676226317115,6.8,Oxic,7.9,3.2,814.0,0.64,0.5,0.25
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2023,2023-12-06,Arsenic,2.14,4.0,0.004,535.0,2.7283537820212285,5.62,Oxic,8.0,0.8868,334.0,,,0.7
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2023,2023-12-06,Cadmium,0.065,0.25,0.00025,260.0,2.4149733479708178,5.62,Oxic,8.0,0.8868,334.0,,,0.7
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2023,2023-12-06,Lead,10.8,4.0,0.004,2700.0,3.4313637641589874,5.62,Oxic,8.0,0.8868,334.0,,,0.7
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2023,2023-12-06,Zinc,18.8,25.0,0.025,752.0,2.876217840591642,5.62,Oxic,8.0,0.8868,334.0,,,0.7
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2023,2023-12-06,Arsenic,2.72,4.0,0.004,680.0,2.832508912706236,5.62,Oxic,8.0,1.1215,429.0,,,0.7
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2023,2023-12-06,Cadmium,0.088,0.25,0.00025,352.0,2.546542663478131,5.62,Oxic,8.0,1.1215,429.0,,,0.7
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2023,2023-12-06,Lead,12.8,4.0,0.004,3200.0,3.505149978319906,5.62,Oxic,8.0,1.1215,429.0,,,0.7
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2023,2023-12-06,Zinc,30.2,25.0,0.025,1208.0,3.082066934285113,5.62,Oxic,8.0,1.1215,429.0,,,0.7
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,October 2023,2023-10-17,Arsenic,8.3,4.0,0.004,2075.0,3.3170181010481117,6.04,Oxic,7.9,1.7951,2381.0,,,1.85
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,October 2023,2023-10-17,Cadmium,9.473,1.3,0.0013,7286.923076923078,3.8625441849983533,6.04,Oxic,7.9,1.7951,2381.0,,,1.85
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,October 2023,2023-10-17,Lead,20.1,2.0,0.002,10050.0,4.002166061756507,6.04,Oxic,7.9,1.7951,2381.0,,,1.85
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,October 2023,2023-10-17,Zinc,836.0,132.0,0.132,6333.333333333333,3.8016323462331667,6.04,Oxic,7.9,1.7951,2381.0,,,1.85
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,October 2023,2023-10-17,Arsenic,9.4,4.0,0.004,2350.0,3.3710678622717363,6.04,Oxic,7.9,2.0844,2335.0,,,1.85
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,October 2023,2023-10-17,Cadmium,9.871,1.3,0.0013,7593.076923076924,3.8804177996011644,6.04,Oxic,7.9,2.0844,2335.0,,,1.85
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,October 2023,2023-10-17,Lead,23.0,2.0,0.002,11500.0,4.060697840353612,6.04,Oxic,7.9,2.0844,2335.0,,,1.85
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,October 2023,2023-10-17,Zinc,845.0,132.0,0.132,6401.515151515151,3.8062827777438426,6.04,Oxic,7.9,2.0844,2335.0,,,1.85
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2023,2023-08-02,Arsenic,32.1,2.0,0.002,16050.0,4.205475036740891,6.57,Oxic,7.8,1.6442,590.0,,,0.3
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2023,2023-08-02,Cadmium,1.3,2.4,0.0024,541.6666666666667,2.733732110595231,6.57,Oxic,7.8,1.6442,590.0,,,0.3
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2023,2023-08-02,Lead,23.6,2.0,0.002,11800.0,4.071882007306125,6.57,Oxic,7.8,1.6442,590.0,,,0.3
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2023,2023-08-02,Zinc,428.0,306.0,0.306,1398.6928104575163,3.145722342531592,6.57,Oxic,7.8,1.6442,590.0,,,0.3
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2023,2023-08-02,Arsenic,46.3,2.0,0.002,23149.999999999996,4.364550995353972,6.57,Oxic,7.8,2.0,654.0,,,0.3
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2023,2023-08-02,Cadmium,2.06,2.4,0.0024,858.3333333333335,2.9336559786575473,6.57,Oxic,7.8,2.0,654.0,,,0.3
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2023,2023-08-02,Lead,35.4,2.0,0.002,17700.0,4.247973266361806,6.57,Oxic,7.8,2.0,654.0,,,0.3
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2023,2023-08-02,Zinc,628.0,306.0,0.306,2052.2875816993464,3.312238217255616,6.57,Oxic,7.8,2.0,654.0,,,0.3
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,2024-06-20,Arsenic,5.0,95.0,0.095,52.63157894736842,1.721246399047171,6.94,Oxic,7.3,3.3989,1214.0,,,1.24
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,2024-06-20,Cadmium,5.0,345.0,0.345,14.492753623188406,1.1611509092627448,6.94,Oxic,7.3,3.3989,1214.0,,,1.24
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,2024-06-20,Lead,15.0,6.0,0.006,2500.0,3.3979400086720375,6.94,Oxic,7.3,3.3989,1214.0,,,1.24
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,2024-06-20,Zinc,224.0,4.0,0.004,56000.0,4.748188027006201,6.94,Oxic,7.3,3.3989,1214.0,,,1.24
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,2024-06-20,Arsenic,5.0,95.0,0.095,52.63157894736842,1.721246399047171,6.94,Oxic,7.3,4.0724,1417.0,,,1.24
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,2024-06-20,Cadmium,5.0,345.0,0.345,14.492753623188406,1.1611509092627448,6.94,Oxic,7.3,4.0724,1417.0,,,1.24
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,2024-06-20,Lead,13.0,6.0,0.006,2166.6666666666665,3.335792101923193,6.94,Oxic,7.3,4.0724,1417.0,,,1.24
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,2024-06-20,Zinc,209.0,4.0,0.004,52250.0,4.718086294783092,6.94,Oxic,7.3,4.0724,1417.0,,,1.24
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,2024-02-21,Arsenic,5.0,53.0,0.053,94.33962264150944,1.9746941347352298,6.34,Oxic,7.6,3.2982,446.0,,,1.56
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,2024-02-21,Cadmium,5.0,61.0,0.061,81.9672131147541,1.9136401693252518,6.34,Oxic,7.6,3.2982,446.0,,,1.56
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,2024-02-21,Lead,5.0,86.0,0.086,58.139534883720934,1.764471553092451,6.34,Oxic,7.6,3.2982,446.0,,,1.56
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,2024-02-21,Zinc,37.0,25.0,0.025,1480.0,3.1702617153949575,6.34,Oxic,7.6,3.2982,446.0,,,1.56
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,2024-02-21,Arsenic,5.0,53.0,0.053,94.33962264150944,1.9746941347352298,6.34,Oxic,7.6,5.0474,841.0,,,1.56
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,2024-02-21,Cadmium,5.0,61.0,0.061,81.9672131147541,1.9136401693252518,6.34,Oxic,7.6,5.0474,841.0,,,1.56
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,2024-02-21,Lead,12.0,86.0,0.086,139.53488372093025,2.144682794804057,6.34,Oxic,7.6,5.0474,841.0,,,1.56
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,2024-02-21,Zinc,44.0,25.0,0.025,1760.0,3.24551266781415,6.34,Oxic,7.6,5.0474,841.0,,,1.56
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Arsenic,23.5,29.0,0.029,810.3448275862069,2.90866986437278,7.04,Oxic,8.5,2.94,424.0,1.16,0.5,1.42
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Cadmium,0.24,0.5,0.0005,480.0,2.681241237375587,7.04,Oxic,8.5,2.94,424.0,1.16,0.5,1.42
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Lead,22.0,12.0,0.012,1833.3333333333333,3.2632414347745815,7.04,Oxic,8.5,2.94,424.0,1.16,0.5,1.42
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Zinc,111.0,202.0,0.202,549.5049504950495,2.7399716093400337,7.04,Oxic,8.5,2.94,424.0,1.16,0.5,1.42
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Arsenic,24.5,29.0,0.029,844.8275862068965,2.9267680864655765,7.04,Oxic,8.5,2.16,385.0,0.97,0.5,1.42
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Cadmium,0.23,0.5,0.0005,460.0,2.662757831681574,7.04,Oxic,8.5,2.16,385.0,0.97,0.5,1.42
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Lead,30.5,12.0,0.012,2541.6666666666665,3.405118593299161,7.04,Oxic,8.5,2.16,385.0,0.97,0.5,1.42
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Zinc,127.0,202.0,0.202,628.7128712871287,2.798452351509333,7.04,Oxic,8.5,2.16,385.0,0.97,0.5,1.42
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Arsenic,15.2,29.0,0.029,524.1379310344827,2.7194455900458165,7.04,Oxic,8.5,1.59,262.0,0.68,0.5,1.42
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Cadmium,0.12,0.5,0.0005,240.0,2.380211241711606,7.04,Oxic,8.5,1.59,262.0,0.68,0.5,1.42
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Lead,17.8,12.0,0.012,1483.3333333333333,3.171238756261269,7.04,Oxic,8.5,1.59,262.0,0.68,0.5,1.42
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Zinc,75.8,202.0,0.202,375.2475247524752,2.5743178361854295,7.04,Oxic,8.5,1.59,262.0,0.68,0.5,1.42
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Arsenic,28.0,29.0,0.029,965.5172413793103,2.9847600334432633,7.04,Oxic,8.5,2.56,469.0,0.98,0.5,0.93
