Station,Campaign,Metal,Sediment_Conc_mg_per_kg,Water_Conc_ug_per_L,Water_Conc_mg_per_L,Partitioning_Ratio_L_per_kg,pH,Clay_%,Sand_%,Organic_Matter_%,Location
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2022,Cadmium,1.56,2.5,0.0025,624.0,7.4,1.0,75.54,0.91,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2022,Lead,25.81,5.0,0.005,5162.0,7.4,1.0,75.54,0.91,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2022,Zinc,321.42,778.0,0.778,413.1362467866324,7.4,1.0,75.54,0.91,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2022,Arsenic,24.31,34.0,0.034,714.9999999999999,7.4,1.0,75.54,0.91,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2022,Cadmium,1.68,2.5,0.0025,672.0,7.4,1.0,75.54,0.91,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2022,Lead,25.35,5.0,0.005,5070.0,7.4,1.0,75.54,0.91,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2022,Zinc,341.39,778.0,0.778,438.8046272493573,7.4,1.0,75.54,0.91,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2022,Arsenic,16.8,54.0,0.054,311.11111111111114,8.6,3.0,87.51,0.2,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2022,Cadmium,0.47,8.0,0.008,58.74999999999999,8.6,3.0,87.51,0.2,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2022,Lead,20.9,5.0,0.005,4180.0,8.6,3.0,87.51,0.2,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2022,Zinc,127.0,1766.0,1.766,71.91392978482446,8.6,3.0,87.51,0.2,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2022,Arsenic,47.6,54.0,0.054,881.4814814814815,8.6,3.0,87.51,0.2,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2022,Cadmium,0.81,8.0,0.008,101.25,8.6,3.0,87.51,0.2,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2022,Lead,38.6,5.0,0.005,7720.0,8.6,3.0,87.51,0.2,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2022,Zinc,193.0,1766.0,1.766,109.28652321630804,8.6,3.0,87.51,0.2,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2023,Arsenic,4.85,105.0,0.105,46.19047619047619,8.0,0.0,84.9,0.82,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2023,Cadmium,0.128,2.1,0.0021000000000000003,60.95238095238094,8.0,0.0,84.9,0.82,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2023,Lead,17.6,88.0,0.088,200.00000000000003,8.0,0.0,84.9,0.82,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2023,Zinc,42.7,1388.0,1.388,30.76368876080692,8.0,0.0,84.9,0.82,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2023,Arsenic,7.89,105.0,0.105,75.14285714285714,8.0,0.0,84.9,0.82,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2023,Cadmium,0.156,2.1,0.0021000000000000003,74.28571428571428,8.0,0.0,84.9,0.82,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2023,Lead,15.3,88.0,0.088,173.86363636363637,8.0,0.0,84.9,0.82,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2023,Zinc,53.2,1388.0,1.388,38.328530259366,8.0,0.0,84.9,0.82,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2023,Arsenic,21.9,42.0,0.042,521.4285714285713,7.7,2.0,87.64,1.02,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2023,Cadmium,1.808,0.8,0.0008,2260.0,7.7,2.0,87.64,1.02,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2023,Lead,19.7,4.0,0.004,4925.0,7.7,2.0,87.64,1.02,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2023,Zinc,530.0,213.0,0.213,2488.262910798122,7.7,2.0,87.64,1.02,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2023,Arsenic,19.3,42.0,0.042,459.5238095238095,7.7,2.0,87.64,1.02,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2023,Cadmium,1.337,0.8,0.0008,1671.2499999999998,7.7,2.0,87.64,1.02,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2023,Lead,16.5,4.0,0.004,4125.0,7.7,2.0,87.64,1.02,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2023,Zinc,408.0,213.0,0.213,1915.4929577464789,7.7,2.0,87.64,1.02,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2023,Arsenic,24.78,54.0,0.054,458.8888888888889,7.5,1.0,85.1,1.15,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2023,Cadmium,1.32,1.8,0.0018,733.3333333333334,7.5,1.0,85.1,1.15,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2023,Lead,22.06,8.0,0.008,2757.5,7.5,1.0,85.1,1.15,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2023,Zinc,376.3,576.0,0.576,653.2986111111112,7.5,1.0,85.1,1.15,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2023,Arsenic,45.9,54.0,0.054,850.0,7.5,1.0,85.1,1.15,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2023,Cadmium,2.5,1.8,0.0018,1388.888888888889,7.5,1.0,85.1,1.15,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2023,Lead,43.9,8.0,0.008,5487.5,7.5,1.0,85.1,1.15,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2023,Zinc,645.0,576.0,0.576,1119.7916666666667,7.5,1.0,85.1,1.15,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,January 2023,Arsenic,19.4,12.0,0.012,1616.6666666666665,8.0,1.0,80.73,0.82,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,January 2023,Cadmium,0.5,0.1,0.0001,5000.0,8.0,1.0,80.73,0.82,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,January 2023,Lead,10.0,0.5,0.0005,20000.0,8.0,1.0,80.73,0.82,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,January 2023,Zinc,208.0,10.0,0.01,20800.0,8.0,1.0,80.73,0.82,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,January 2023,Arsenic,42.1,12.0,0.012,3508.3333333333335,8.0,1.0,80.73,0.82,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,January 2023,Cadmium,2.2,0.1,0.0001,22000.0,8.0,1.0,80.73,0.82,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,January 2023,Lead,38.4,0.5,0.0005,76800.0,8.0,1.0,80.73,0.82,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,January 2023,Zinc,383.0,10.0,0.01,38300.0,8.0,1.0,80.73,0.82,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,Arsenic,15.0,18.0,0.018,833.3333333333334,8.3,23.8,15.9,1.28,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,Cadmium,5.0,543.0,0.543,9.208103130755063,8.3,23.8,15.9,1.28,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,Lead,11.0,39.0,0.039,282.05128205128204,8.3,23.8,15.9,1.28,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,Zinc,125.0,6.0,0.006,20833.333333333332,8.3,23.8,15.9,1.28,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,Arsenic,18.0,18.0,0.018,1000.0000000000001,8.3,23.8,15.9,1.28,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,Cadmium,5.0,543.0,0.543,9.208103130755063,8.3,23.8,15.9,1.28,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,Lead,14.0,39.0,0.039,358.97435897435895,8.3,23.8,15.9,1.28,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,Zinc,140.0,6.0,0.006,23333.333333333332,8.3,23.8,15.9,1.28,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,Arsenic,10.0,170.0,0.17,58.8235294117647,8.0,24.2,58.8,1.28,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,Cadmium,5.0,176.0,0.176,28.40909090909091,8.0,24.2,58.8,1.28,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,Lead,5.0,652.0,0.652,7.668711656441718,8.0,24.2,58.8,1.28,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,Zinc,42.0,25.0,0.025,1680.0,8.0,24.2,58.8,1.28,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,Arsenic,18.0,170.0,0.17,105.88235294117646,8.0,24.2,58.8,1.28,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,Cadmium,5.0,176.0,0.176,28.40909090909091,8.0,24.2,58.8,1.28,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,Lead,19.0,652.0,0.652,29.141104294478527,8.0,24.2,58.8,1.28,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,Zinc,70.0,25.0,0.025,2800.0,8.0,24.2,58.8,1.28,Potosí (Mining Zone)
Tarapaya,November 2016,Arsenic,271.0,175.0,0.175,1548.5714285714287,7.8,1.0,82.17,3.2,Potosí (Mining Zone)
Tarapaya,November 2016,Cadmium,9.5,10.0,0.01,950.0,7.8,1.0,82.17,3.2,Potosí (Mining Zone)
Tarapaya,November 2016,Lead,158.0,524.0,0.524,301.5267175572519,7.8,1.0,82.17,3.2,Potosí (Mining Zone)
Tarapaya,November 2016,Zinc,2000.0,4107.0,4.107,486.9734599464329,7.8,1.0,82.17,3.2,Potosí (Mining Zone)
Tarapaya,November 2016,Arsenic,192.0,175.0,0.175,1097.142857142857,7.8,1.0,82.17,3.2,Potosí (Mining Zone)
Tarapaya,November 2016,Cadmium,7.73,10.0,0.01,773.0,7.8,1.0,82.17,3.2,Potosí (Mining Zone)
Tarapaya,November 2016,Lead,176.0,524.0,0.524,335.87786259541986,7.8,1.0,82.17,3.2,Potosí (Mining Zone)
Tarapaya,November 2016,Zinc,1670.0,4107.0,4.107,406.62283905527147,7.8,1.0,82.17,3.2,Potosí (Mining Zone)
Tarapaya,November 2016,Arsenic,228.0,175.0,0.175,1302.857142857143,7.8,1.0,82.66,3.2,Potosí (Mining Zone)
Tarapaya,November 2016,Cadmium,8.23,10.0,0.01,823.0,7.8,1.0,82.66,3.2,Potosí (Mining Zone)
Tarapaya,November 2016,Lead,136.0,524.0,0.524,259.5419847328244,7.8,1.0,82.66,3.2,Potosí (Mining Zone)
Tarapaya,November 2016,Zinc,1740.0,4107.0,4.107,423.6669101533966,7.8,1.0,82.66,3.2,Potosí (Mining Zone)
Tarapaya,November 2016,Arsenic,170.0,175.0,0.175,971.4285714285714,7.8,1.0,82.66,3.2,Potosí (Mining Zone)
Tarapaya,November 2016,Cadmium,8.73,10.0,0.01,873.0,7.8,1.0,82.66,3.2,Potosí (Mining Zone)
Tarapaya,November 2016,Lead,126.0,524.0,0.524,240.45801526717557,7.8,1.0,82.66,3.2,Potosí (Mining Zone)
Tarapaya,November 2016,Zinc,1710.0,4107.0,4.107,416.3623082542001,7.8,1.0,82.66,3.2,Potosí (Mining Zone)
Tarapaya,November 2016,Arsenic,147.0,175.0,0.175,840.0,7.8,1.0,82.66,3.2,Potosí (Mining Zone)
Tarapaya,November 2016,Cadmium,7.56,10.0,0.01,756.0,7.8,1.0,82.66,3.2,Potosí (Mining Zone)
Tarapaya,November 2016,Lead,113.0,524.0,0.524,215.64885496183206,7.8,1.0,82.66,3.2,Potosí (Mining Zone)
Tarapaya,November 2016,Zinc,1500.0,4107.0,4.107,365.23009495982467,7.8,1.0,82.66,3.2,Potosí (Mining Zone)
Tarapaya,December 2017,Arsenic,115.0,10.0,0.01,11500.0,7.2,1.0,86.93,4.42,Potosí (Mining Zone)
Tarapaya,December 2017,Cadmium,6.93,1.0,0.001,6930.0,7.2,1.0,86.93,4.42,Potosí (Mining Zone)
Tarapaya,December 2017,Lead,104.0,5.0,0.005,20800.0,7.2,1.0,86.93,4.42,Potosí (Mining Zone)
Tarapaya,December 2017,Zinc,1520.0,28.0,0.028,54285.71428571428,7.2,1.0,86.93,4.42,Potosí (Mining Zone)
Tarapaya,December 2017,Arsenic,139.0,10.0,0.01,13900.0,7.2,1.0,86.93,4.42,Potosí (Mining Zone)
Tarapaya,December 2017,Cadmium,9.71,1.0,0.001,9710.0,7.2,1.0,86.93,4.42,Potosí (Mining Zone)
Tarapaya,December 2017,Lead,128.0,5.0,0.005,25600.0,7.2,1.0,86.93,4.42,Potosí (Mining Zone)
Tarapaya,December 2017,Zinc,1850.0,28.0,0.028,66071.42857142857,7.2,1.0,86.93,4.42,Potosí (Mining Zone)
Tarapaya,December 2017,Arsenic,169.0,10.0,0.01,16900.0,7.2,1.0,86.93,4.42,Potosí (Mining Zone)
Tarapaya,December 2017,Cadmium,13.1,1.0,0.001,13100.0,7.2,1.0,86.93,4.42,Potosí (Mining Zone)
Tarapaya,December 2017,Lead,159.0,5.0,0.005,31800.0,7.2,1.0,86.93,4.42,Potosí (Mining Zone)
Tarapaya,December 2017,Zinc,2390.0,28.0,0.028,85357.14285714286,7.2,1.0,86.93,4.42,Potosí (Mining Zone)
Tarapaya,October 2017,Arsenic,329.0,240.0,0.24,1370.8333333333335,7.2,0.0,97.93,0.63,Potosí (Mining Zone)
Tarapaya,October 2017,Cadmium,6.73,20.0,0.02,336.5,7.2,0.0,97.93,0.63,Potosí (Mining Zone)
Tarapaya,October 2017,Lead,248.0,331.0,0.331,749.2447129909365,7.2,0.0,97.93,0.63,Potosí (Mining Zone)
Tarapaya,October 2017,Zinc,1560.0,5318.0,5.318,293.3433621662279,7.2,0.0,97.93,0.63,Potosí (Mining Zone)
Tarapaya,October 2017,Arsenic,257.0,240.0,0.24,1070.8333333333335,7.2,0.0,97.93,0.63,Potosí (Mining Zone)
Tarapaya,October 2017,Cadmium,3.94,20.0,0.02,197.0,7.2,0.0,97.93,0.63,Potosí (Mining Zone)
Tarapaya,October 2017,Lead,144.0,331.0,0.331,435.0453172205438,7.2,0.0,97.93,0.63,Potosí (Mining Zone)
Tarapaya,October 2017,Zinc,947.0,5318.0,5.318,178.0744640842422,7.2,0.0,97.93,0.63,Potosí (Mining Zone)
Tarapaya,October 2017,Arsenic,242.0,240.0,0.24,1008.3333333333334,7.4,0.0,97.93,0.65,Potosí (Mining Zone)
Tarapaya,October 2017,Cadmium,6.93,20.0,0.02,346.5,7.4,0.0,97.93,0.65,Potosí (Mining Zone)
Tarapaya,October 2017,Lead,264.0,331.0,0.331,797.5830815709969,7.4,0.0,97.93,0.65,Potosí (Mining Zone)
Tarapaya,October 2017,Zinc,1610.0,5318.0,5.318,302.7453930048891,7.4,0.0,97.93,0.65,Potosí (Mining Zone)
Tarapaya,October 2017,Arsenic,157.0,240.0,0.24,654.1666666666667,7.4,0.0,97.93,0.65,Potosí (Mining Zone)
Tarapaya,October 2017,Cadmium,3.89,20.0,0.02,194.5,7.4,0.0,97.93,0.65,Potosí (Mining Zone)
Tarapaya,October 2017,Lead,192.0,331.0,0.331,580.0604229607251,7.4,0.0,97.93,0.65,Potosí (Mining Zone)
Tarapaya,October 2017,Zinc,939.0,5318.0,5.318,176.57013915005643,7.4,0.0,97.93,0.65,Potosí (Mining Zone)
Tarapaya,August 2017,Arsenic,327.0,144.0,0.144,2270.8333333333335,7.5,1.0,95.92,1.0,Potosí (Mining Zone)
Tarapaya,August 2017,Cadmium,10.6,11.0,0.011,963.6363636363636,7.5,1.0,95.92,1.0,Potosí (Mining Zone)
Tarapaya,August 2017,Lead,252.0,41.0,0.041,6146.341463414634,7.5,1.0,95.92,1.0,Potosí (Mining Zone)
Tarapaya,August 2017,Zinc,2490.0,3512.0,3.512,708.997722095672,7.5,1.0,95.92,1.0,Potosí (Mining Zone)
Tarapaya,August 2017,Arsenic,217.0,144.0,0.144,1506.9444444444446,7.5,1.0,95.92,1.0,Potosí (Mining Zone)
Tarapaya,August 2017,Cadmium,5.01,11.0,0.011,455.45454545454544,7.5,1.0,95.92,1.0,Potosí (Mining Zone)
Tarapaya,August 2017,Lead,145.0,41.0,0.041,3536.5853658536585,7.5,1.0,95.92,1.0,Potosí (Mining Zone)
Tarapaya,August 2017,Zinc,1160.0,3512.0,3.512,330.29612756264237,7.5,1.0,95.92,1.0,Potosí (Mining Zone)
Tarapaya,August 2017,Arsenic,469.0,144.0,0.144,3256.944444444445,7.7,1.0,97.92,0.94,Potosí (Mining Zone)
Tarapaya,August 2017,Cadmium,8.31,11.0,0.011,755.4545454545455,7.7,1.0,97.92,0.94,Potosí (Mining Zone)
Tarapaya,August 2017,Lead,332.0,41.0,0.041,8097.560975609756,7.7,1.0,97.92,0.94,Potosí (Mining Zone)
Tarapaya,August 2017,Zinc,2390.0,3512.0,3.512,680.5239179954442,7.7,1.0,97.92,0.94,Potosí (Mining Zone)
Tarapaya,August 2017,Arsenic,235.0,144.0,0.144,1631.9444444444446,7.7,1.0,97.92,0.94,Potosí (Mining Zone)
Tarapaya,August 2017,Cadmium,3.54,11.0,0.011,321.8181818181818,7.7,1.0,97.92,0.94,Potosí (Mining Zone)
Tarapaya,August 2017,Lead,182.0,41.0,0.041,4439.024390243902,7.7,1.0,97.92,0.94,Potosí (Mining Zone)
Tarapaya,August 2017,Zinc,1110.0,3512.0,3.512,316.0592255125285,7.7,1.0,97.92,0.94,Potosí (Mining Zone)
Tarapaya,March 2017,Arsenic,428.0,185.0,0.185,2313.5135135135133,7.7,2.0,97.32,1.03,Potosí (Mining Zone)
Tarapaya,March 2017,Cadmium,6.24,18.0,0.018,346.6666666666667,7.7,2.0,97.32,1.03,Potosí (Mining Zone)
Tarapaya,March 2017,Lead,308.0,56.0,0.056,5500.0,7.7,2.0,97.32,1.03,Potosí (Mining Zone)
Tarapaya,March 2017,Zinc,1590.0,4741.0,4.741,335.3722843282008,7.7,2.0,97.32,1.03,Potosí (Mining Zone)
Tarapaya,March 2017,Arsenic,221.0,185.0,0.185,1194.5945945945946,7.7,2.0,97.32,1.03,Potosí (Mining Zone)
Tarapaya,March 2017,Cadmium,4.4,18.0,0.018,244.44444444444449,7.7,2.0,97.32,1.03,Potosí (Mining Zone)
Tarapaya,March 2017,Lead,250.0,56.0,0.056,4464.285714285714,7.7,2.0,97.32,1.03,Potosí (Mining Zone)
Tarapaya,March 2017,Zinc,1010.0,4741.0,4.741,213.03522463615272,7.7,2.0,97.32,1.03,Potosí (Mining Zone)
Tarapaya,March 2017,Arsenic,303.0,185.0,0.185,1637.837837837838,7.7,2.0,96.65,1.08,Potosí (Mining Zone)
Tarapaya,March 2017,Cadmium,4.94,18.0,0.018,274.4444444444445,7.7,2.0,96.65,1.08,Potosí (Mining Zone)
Tarapaya,March 2017,Lead,238.0,56.0,0.056,4250.0,7.7,2.0,96.65,1.08,Potosí (Mining Zone)
Tarapaya,March 2017,Zinc,1200.0,4741.0,4.741,253.1111579835478,7.7,2.0,96.65,1.08,Potosí (Mining Zone)
Tarapaya,March 2017,Arsenic,182.0,185.0,0.185,983.7837837837837,7.7,2.0,96.65,1.08,Potosí (Mining Zone)
Tarapaya,March 2017,Cadmium,3.51,18.0,0.018,195.0,7.7,2.0,96.65,1.08,Potosí (Mining Zone)
Tarapaya,March 2017,Lead,200.0,56.0,0.056,3571.4285714285716,7.7,2.0,96.65,1.08,Potosí (Mining Zone)
Tarapaya,March 2017,Zinc,806.0,4741.0,4.741,170.0063277789496,7.7,2.0,96.65,1.08,Potosí (Mining Zone)
Tarapaya,May 2018,Arsenic,99.7,43.0,0.043,2318.604651162791,7.6,1.0,97.93,0.63,Potosí (Mining Zone)
Tarapaya,May 2018,Cadmium,4.13,10.0,0.01,413.0,7.6,1.0,97.93,0.63,Potosí (Mining Zone)
Tarapaya,May 2018,Lead,80.8,10.0,0.01,8080.0,7.6,1.0,97.93,0.63,Potosí (Mining Zone)
Tarapaya,May 2018,Zinc,1440.0,3665.0,3.665,392.9058663028649,7.6,1.0,97.93,0.63,Potosí (Mining Zone)
Tarapaya,May 2018,Arsenic,72.1,43.0,0.043,1676.7441860465117,7.6,1.0,97.93,0.63,Potosí (Mining Zone)
Tarapaya,May 2018,Cadmium,2.27,10.0,0.01,227.0,7.6,1.0,97.93,0.63,Potosí (Mining Zone)
Tarapaya,May 2018,Lead,64.7,10.0,0.01,6470.0,7.6,1.0,97.93,0.63,Potosí (Mining Zone)
Tarapaya,May 2018,Zinc,1340.0,3665.0,3.665,365.6207366984993,7.6,1.0,97.93,0.63,Potosí (Mining Zone)
Tarapaya,September 2019,Arsenic,515.0,79.0,0.079,6518.987341772152,7.5,2.0,97.85,0.27,Potosí (Mining Zone)
Tarapaya,September 2019,Cadmium,13.9,10.0,0.01,1390.0,7.5,2.0,97.85,0.27,Potosí (Mining Zone)
Tarapaya,September 2019,Lead,359.0,28.0,0.028,12821.42857142857,7.5,2.0,97.85,0.27,Potosí (Mining Zone)
Tarapaya,September 2019,Zinc,2140.0,1900.0,1.9,1126.3157894736842,7.5,2.0,97.85,0.27,Potosí (Mining Zone)
Tarapaya,April 2019,Arsenic,211.0,268.0,0.268,787.3134328358209,7.4,2.0,93.11,0.48,Potosí (Mining Zone)
Tarapaya,April 2019,Cadmium,4.07,106.0,0.106,38.39622641509435,7.4,2.0,93.11,0.48,Potosí (Mining Zone)
Tarapaya,April 2019,Lead,217.0,46.0,0.046,4717.391304347826,7.4,2.0,93.11,0.48,Potosí (Mining Zone)
Tarapaya,April 2019,Zinc,1290.0,36119.0,36.119,35.71527450926106,7.4,2.0,93.11,0.48,Potosí (Mining Zone)
Tarapaya,April 2019,Arsenic,223.0,268.0,0.268,832.0895522388059,7.4,2.0,93.11,0.48,Potosí (Mining Zone)
Tarapaya,April 2019,Cadmium,3.61,106.0,0.106,34.056603773584904,7.4,2.0,93.11,0.48,Potosí (Mining Zone)
Tarapaya,April 2019,Lead,221.0,46.0,0.046,4804.347826086957,7.4,2.0,93.11,0.48,Potosí (Mining Zone)
Tarapaya,April 2019,Zinc,1130.0,36119.0,36.119,31.2854730197403,7.4,2.0,93.11,0.48,Potosí (Mining Zone)
Tarapaya,March 2019,Arsenic,92.9,198.0,0.198,469.1919191919192,7.7,4.0,61.95,3.95,Potosí (Mining Zone)
Tarapaya,March 2019,Cadmium,3.28,29.0,0.029,113.10344827586205,7.7,4.0,61.95,3.95,Potosí (Mining Zone)
Tarapaya,March 2019,Lead,64.8,94.0,0.094,689.3617021276596,7.7,4.0,61.95,3.95,Potosí (Mining Zone)
Tarapaya,March 2019,Zinc,718.0,10613.0,10.613,67.65287854518044,7.7,4.0,61.95,3.95,Potosí (Mining Zone)
Tarapaya,March 2019,Arsenic,156.0,198.0,0.198,787.8787878787879,7.7,4.0,61.95,3.95,Potosí (Mining Zone)
Tarapaya,March 2019,Cadmium,3.08,29.0,0.029,106.20689655172413,7.7,4.0,61.95,3.95,Potosí (Mining Zone)
Tarapaya,March 2019,Lead,82.3,94.0,0.094,875.531914893617,7.7,4.0,61.95,3.95,Potosí (Mining Zone)
Tarapaya,March 2019,Zinc,717.0,10613.0,10.613,67.55865448035429,7.7,4.0,61.95,3.95,Potosí (Mining Zone)
Tarapaya,March 2019,Arsenic,276.0,198.0,0.198,1393.9393939393938,7.7,4.0,61.95,3.95,Potosí (Mining Zone)
Tarapaya,March 2019,Cadmium,3.71,29.0,0.029,127.93103448275862,7.7,4.0,61.95,3.95,Potosí (Mining Zone)
Tarapaya,March 2019,Lead,215.0,94.0,0.094,2287.2340425531916,7.7,4.0,61.95,3.95,Potosí (Mining Zone)
Tarapaya,March 2019,Zinc,920.0,10613.0,10.613,86.68613964006407,7.7,4.0,61.95,3.95,Potosí (Mining Zone)
Tarapaya,March 2019,Arsenic,242.0,198.0,0.198,1222.2222222222222,7.7,4.0,61.95,3.95,Potosí (Mining Zone)
Tarapaya,March 2019,Cadmium,2.7,29.0,0.029,93.10344827586206,7.7,4.0,61.95,3.95,Potosí (Mining Zone)
Tarapaya,March 2019,Lead,233.0,94.0,0.094,2478.723404255319,7.7,4.0,61.95,3.95,Potosí (Mining Zone)
Tarapaya,March 2019,Zinc,732.0,10613.0,10.613,68.97201545274663,7.7,4.0,61.95,3.95,Potosí (Mining Zone)
Tarapaya,December 2020,Arsenic,233.0,160.0,0.16,1456.25,7.3,0.0,99.48,0.3,Potosí (Mining Zone)
Tarapaya,December 2020,Cadmium,4.05,10.0,0.01,405.0,7.3,0.0,99.48,0.3,Potosí (Mining Zone)
Tarapaya,December 2020,Lead,186.0,19.0,0.019,9789.473684210527,7.3,0.0,99.48,0.3,Potosí (Mining Zone)
Tarapaya,December 2020,Zinc,1020.0,3880.0,3.88,262.88659793814435,7.3,0.0,99.48,0.3,Potosí (Mining Zone)
Tarapaya,December 2020,Arsenic,271.0,160.0,0.16,1693.75,7.4,1.0,98.13,0.27,Potosí (Mining Zone)
Tarapaya,December 2020,Cadmium,3.49,10.0,0.01,349.0,7.4,1.0,98.13,0.27,Potosí (Mining Zone)
Tarapaya,December 2020,Lead,236.0,19.0,0.019,12421.052631578948,7.4,1.0,98.13,0.27,Potosí (Mining Zone)
