Station,Campaign,Date,Location,Metal,Sediment_Conc_mg_per_kg,Water_Conc_ug_per_L,Water_Conc_mg_per_L,Partitioning_Ratio_L_per_kg,Log_Partitioning_Ratio,DO_mg_per_L,DO_Status,Station_DO_Status,pH,Fe_%,Mn_mg_per_kg,Al_%,S_%,Ca_%,P_%,Organic_Matter_%,Clay_%
Palca Grande,December 2017,2017-12-15,Bolivia (Non-Mining),Arsenic,20.3,10.0,0.01,2030.0,3.307496037913213,7.0,Oxic,Generally Oxic,7.9,2.92,343.0,1.61,0.5,0.41,0.045,1.72,4.0
Palca Grande,December 2017,2017-12-15,Bolivia (Non-Mining),Cadmium,0.14,7.0,0.007,20.0,1.3010299956639813,7.0,Oxic,Generally Oxic,7.9,2.92,343.0,1.61,0.5,0.41,0.045,1.72,4.0
Palca Grande,December 2017,2017-12-15,Bolivia (Non-Mining),Lead,21.8,1.0,0.001,21800.0,4.338456493604605,7.0,Oxic,Generally Oxic,7.9,2.92,343.0,1.61,0.5,0.41,0.045,1.72,4.0
Palca Grande,December 2017,2017-12-15,Bolivia (Non-Mining),Zinc,100.0,985.0,0.985,101.5228426395939,2.0065637695023884,7.0,Oxic,Generally Oxic,7.9,2.92,343.0,1.61,0.5,0.41,0.045,1.72,4.0
Palca Grande,October 2017,2017-10-16,Bolivia (Non-Mining),Arsenic,2240.0,10.0,0.01,224000.0,5.350248018334163,6.64,Oxic,Generally Oxic,7.6,1.95,566.0,1.47,1.0,0.86,0.041,1.08,1.0
Palca Grande,October 2017,2017-10-16,Bolivia (Non-Mining),Cadmium,0.7,1.0,0.001,699.9999999999999,2.845098040014257,6.64,Oxic,Generally Oxic,7.6,1.95,566.0,1.47,1.0,0.86,0.041,1.08,1.0
Palca Grande,October 2017,2017-10-16,Bolivia (Non-Mining),Lead,122.0,1.0,0.001,122000.0,5.086359830674748,6.64,Oxic,Generally Oxic,7.6,1.95,566.0,1.47,1.0,0.86,0.041,1.08,1.0
Palca Grande,October 2017,2017-10-16,Bolivia (Non-Mining),Zinc,192.0,10.0,0.01,19200.0,4.283301228703549,6.64,Oxic,Generally Oxic,7.6,1.95,566.0,1.47,1.0,0.86,0.041,1.08,1.0
Palca Grande,October 2017,2017-10-16,Bolivia (Non-Mining),Arsenic,31.4,10.0,0.01,3140.0,3.496929648073215,6.64,Oxic,Generally Oxic,7.6,1.4,662.0,1.3,0.5,0.75,0.036,1.08,1.0
Palca Grande,October 2017,2017-10-16,Bolivia (Non-Mining),Cadmium,0.74,1.0,0.001,740.0,2.8692317197309762,6.64,Oxic,Generally Oxic,7.6,1.4,662.0,1.3,0.5,0.75,0.036,1.08,1.0
Palca Grande,October 2017,2017-10-16,Bolivia (Non-Mining),Lead,22.7,1.0,0.001,22700.0,4.3560258571931225,6.64,Oxic,Generally Oxic,7.6,1.4,662.0,1.3,0.5,0.75,0.036,1.08,1.0
Palca Grande,October 2017,2017-10-16,Bolivia (Non-Mining),Zinc,180.0,10.0,0.01,18000.0,4.2552725051033065,6.64,Oxic,Generally Oxic,7.6,1.4,662.0,1.3,0.5,0.75,0.036,1.08,1.0
Palca Grande,October 2017,2017-10-16,Bolivia (Non-Mining),Arsenic,82.5,10.0,0.01,8250.0,3.916453948549925,6.64,Oxic,Generally Oxic,7.6,1.95,400.0,1.56,0.5,0.51,0.045,1.08,1.0
Palca Grande,October 2017,2017-10-16,Bolivia (Non-Mining),Cadmium,1.2,1.0,0.001,1200.0,3.0791812460476247,6.64,Oxic,Generally Oxic,7.6,1.95,400.0,1.56,0.5,0.51,0.045,1.08,1.0
Palca Grande,October 2017,2017-10-16,Bolivia (Non-Mining),Lead,226.0,1.0,0.001,226000.0,5.354108439147401,6.64,Oxic,Generally Oxic,7.6,1.95,400.0,1.56,0.5,0.51,0.045,1.08,1.0
Palca Grande,October 2017,2017-10-16,Bolivia (Non-Mining),Zinc,161.0,10.0,0.01,16100.0,4.20682587603185,6.64,Oxic,Generally Oxic,7.6,1.95,400.0,1.56,0.5,0.51,0.045,1.08,1.0
Palca Grande,October 2017,2017-10-16,Bolivia (Non-Mining),Arsenic,258.0,10.0,0.01,25800.0,4.41161970596323,6.64,Oxic,Generally Oxic,7.8,3.11,304.0,2.42,0.5,1.19,0.148,0.82,0.0
Palca Grande,October 2017,2017-10-16,Bolivia (Non-Mining),Cadmium,7.2,1.0,0.001,7200.0,3.8573324964312685,6.64,Oxic,Generally Oxic,7.8,3.11,304.0,2.42,0.5,1.19,0.148,0.82,0.0
Palca Grande,October 2017,2017-10-16,Bolivia (Non-Mining),Lead,291.0,1.0,0.001,291000.0,5.463892988985907,6.64,Oxic,Generally Oxic,7.8,3.11,304.0,2.42,0.5,1.19,0.148,0.82,0.0
Palca Grande,October 2017,2017-10-16,Bolivia (Non-Mining),Zinc,1440.0,10.0,0.01,144000.0,5.158362492095249,6.64,Oxic,Generally Oxic,7.8,3.11,304.0,2.42,0.5,1.19,0.148,0.82,0.0
Palca Grande,October 2017,2017-10-16,Bolivia (Non-Mining),Arsenic,165.0,10.0,0.01,16500.0,4.217483944213907,6.64,Oxic,Generally Oxic,7.8,2.66,267.0,2.55,0.5,0.94,0.09,0.82,0.0
Palca Grande,October 2017,2017-10-16,Bolivia (Non-Mining),Cadmium,4.89,1.0,0.001,4890.0,3.6893088591236203,6.64,Oxic,Generally Oxic,7.8,2.66,267.0,2.55,0.5,0.94,0.09,0.82,0.0
Palca Grande,October 2017,2017-10-16,Bolivia (Non-Mining),Lead,140.0,1.0,0.001,140000.0,5.146128035678238,6.64,Oxic,Generally Oxic,7.8,2.66,267.0,2.55,0.5,0.94,0.09,0.82,0.0
Palca Grande,October 2017,2017-10-16,Bolivia (Non-Mining),Zinc,922.0,10.0,0.01,92200.0,4.964730921053629,6.64,Oxic,Generally Oxic,7.8,2.66,267.0,2.55,0.5,0.94,0.09,0.82,0.0
Palca Grande,October 2017,2017-10-16,Bolivia (Non-Mining),Arsenic,165.0,10.0,0.01,16500.0,4.217483944213907,6.64,Oxic,Generally Oxic,7.3,2.66,267.0,2.55,0.5,0.94,0.09,0.87,0.0
Palca Grande,October 2017,2017-10-16,Bolivia (Non-Mining),Cadmium,4.89,1.0,0.001,4890.0,3.6893088591236203,6.64,Oxic,Generally Oxic,7.3,2.66,267.0,2.55,0.5,0.94,0.09,0.87,0.0
Palca Grande,October 2017,2017-10-16,Bolivia (Non-Mining),Lead,140.0,1.0,0.001,140000.0,5.146128035678238,6.64,Oxic,Generally Oxic,7.3,2.66,267.0,2.55,0.5,0.94,0.09,0.87,0.0
Palca Grande,October 2017,2017-10-16,Bolivia (Non-Mining),Zinc,922.0,10.0,0.01,92200.0,4.964730921053629,6.64,Oxic,Generally Oxic,7.3,2.66,267.0,2.55,0.5,0.94,0.09,0.87,0.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Arsenic,25.4,10.0,0.01,2540.0,3.404833716619938,8.29,Oxic,Generally Oxic,8.5,3.27,385.0,1.64,0.5,0.55,0.064,1.1,1.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Cadmium,0.32,0.5,0.0005,640.0,2.806179973983887,8.29,Oxic,Generally Oxic,8.5,3.27,385.0,1.64,0.5,0.55,0.064,1.1,1.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Lead,25.6,3.0,0.003,8533.333333333334,3.931118710592187,8.29,Oxic,Generally Oxic,8.5,3.27,385.0,1.64,0.5,0.55,0.064,1.1,1.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Zinc,161.0,25.0,0.025,6440.0,3.808885867359812,8.29,Oxic,Generally Oxic,8.5,3.27,385.0,1.64,0.5,0.55,0.064,1.1,1.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Arsenic,20.0,10.0,0.01,2000.0,3.3010299956639813,8.29,Oxic,Generally Oxic,8.5,2.55,308.0,1.62,0.5,0.55,0.041,1.1,1.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Cadmium,0.24,0.5,0.0005,480.0,2.681241237375587,8.29,Oxic,Generally Oxic,8.5,2.55,308.0,1.62,0.5,0.55,0.041,1.1,1.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Lead,19.2,3.0,0.003,6400.0,3.806179973983887,8.29,Oxic,Generally Oxic,8.5,2.55,308.0,1.62,0.5,0.55,0.041,1.1,1.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Zinc,111.0,25.0,0.025,4440.0,3.6473829701146196,8.29,Oxic,Generally Oxic,8.5,2.55,308.0,1.62,0.5,0.55,0.041,1.1,1.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Arsenic,20.9,10.0,0.01,2090.0,3.3201462861110542,8.29,Oxic,Generally Oxic,8.4,3.13,331.0,1.71,0.5,0.51,0.057,0.98,2.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Cadmium,0.24,0.5,0.0005,480.0,2.681241237375587,8.29,Oxic,Generally Oxic,8.4,3.13,331.0,1.71,0.5,0.51,0.057,0.98,2.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Lead,25.1,3.0,0.003,8366.666666666666,3.922552466761376,8.29,Oxic,Generally Oxic,8.4,3.13,331.0,1.71,0.5,0.51,0.057,0.98,2.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Zinc,126.0,25.0,0.025,5040.0,3.7024305364455254,8.29,Oxic,Generally Oxic,8.4,3.13,331.0,1.71,0.5,0.51,0.057,0.98,2.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Arsenic,16.4,10.0,0.01,1639.9999999999998,3.214843848047698,8.29,Oxic,Generally Oxic,8.4,2.61,287.0,1.7,0.5,0.56,0.04,0.98,2.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Cadmium,0.14,0.5,0.0005,280.0,2.4471580313422194,8.29,Oxic,Generally Oxic,8.4,2.61,287.0,1.7,0.5,0.56,0.04,0.98,2.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Lead,17.8,3.0,0.003,5933.333333333333,3.7732987475892314,8.29,Oxic,Generally Oxic,8.4,2.61,287.0,1.7,0.5,0.56,0.04,0.98,2.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Zinc,101.0,25.0,0.025,4040.0,3.606381365110605,8.29,Oxic,Generally Oxic,8.4,2.61,287.0,1.7,0.5,0.56,0.04,0.98,2.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Arsenic,21.6,10.0,0.01,2160.0,3.3344537511509307,8.29,Oxic,Generally Oxic,8.5,3.21,346.0,1.69,0.5,0.55,0.062,1.07,1.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Cadmium,0.41,0.5,0.0005,819.9999999999999,2.9138138523837167,8.29,Oxic,Generally Oxic,8.5,3.21,346.0,1.69,0.5,0.55,0.062,1.07,1.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Lead,23.3,3.0,0.003,7766.666666666667,3.8902346663063567,8.29,Oxic,Generally Oxic,8.5,3.21,346.0,1.69,0.5,0.55,0.062,1.07,1.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Zinc,167.0,25.0,0.025,6680.0,3.824776462475546,8.29,Oxic,Generally Oxic,8.5,3.21,346.0,1.69,0.5,0.55,0.062,1.07,1.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Arsenic,18.9,10.0,0.01,1889.9999999999998,3.2764618041732443,8.29,Oxic,Generally Oxic,8.5,2.67,292.0,1.54,0.5,0.56,0.045,1.07,1.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Cadmium,0.25,0.5,0.0005,500.0,2.6989700043360187,8.29,Oxic,Generally Oxic,8.5,2.67,292.0,1.54,0.5,0.56,0.045,1.07,1.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Lead,20.8,3.0,0.003,6933.333333333333,3.840942080243099,8.29,Oxic,Generally Oxic,8.5,2.67,292.0,1.54,0.5,0.56,0.045,1.07,1.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Zinc,129.0,25.0,0.025,5160.0,3.7126497016272113,8.29,Oxic,Generally Oxic,8.5,2.67,292.0,1.54,0.5,0.56,0.045,1.07,1.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Arsenic,22.2,10.0,0.01,2220.0,3.346352974450639,8.29,Oxic,Generally Oxic,8.2,3.05,565.0,1.71,0.5,0.44,0.054,1.23,1.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Cadmium,0.2,0.5,0.0005,400.0,2.6020599913279625,8.29,Oxic,Generally Oxic,8.2,3.05,565.0,1.71,0.5,0.44,0.054,1.23,1.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Lead,20.8,3.0,0.003,6933.333333333333,3.840942080243099,8.29,Oxic,Generally Oxic,8.2,3.05,565.0,1.71,0.5,0.44,0.054,1.23,1.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Zinc,126.0,25.0,0.025,5040.0,3.7024305364455254,8.29,Oxic,Generally Oxic,8.2,3.05,565.0,1.71,0.5,0.44,0.054,1.23,1.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Arsenic,16.8,10.0,0.01,1680.0,3.225309281725863,8.29,Oxic,Generally Oxic,8.2,2.67,532.0,1.59,0.5,0.35,0.04,1.23,1.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Cadmium,0.11,0.5,0.0005,220.0,2.342422680822206,8.29,Oxic,Generally Oxic,8.2,2.67,532.0,1.59,0.5,0.35,0.04,1.23,1.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Lead,17.9,3.0,0.003,5966.666666666666,3.7757317762602307,8.29,Oxic,Generally Oxic,8.2,2.67,532.0,1.59,0.5,0.35,0.04,1.23,1.0
Palca Grande,August 2017,2017-08-17,Bolivia (Non-Mining),Zinc,114.0,25.0,0.025,4560.0,3.658964842664435,8.29,Oxic,Generally Oxic,8.2,2.67,532.0,1.59,0.5,0.35,0.04,1.23,1.0
Palca Grande,March 2017,2017-03-30,Bolivia (Non-Mining),Arsenic,15.7,14.0,0.014,1121.4285714285713,3.049771616730996,6.21,Oxic,Generally Oxic,8.2,3.38,374.0,2.09,0.5,0.33,0.044,1.2,3.0
Palca Grande,March 2017,2017-03-30,Bolivia (Non-Mining),Cadmium,0.2,0.5,0.0005,400.0,2.6020599913279625,6.21,Oxic,Generally Oxic,8.2,3.38,374.0,2.09,0.5,0.33,0.044,1.2,3.0
Palca Grande,March 2017,2017-03-30,Bolivia (Non-Mining),Lead,21.6,27.0,0.027,800.0000000000001,2.9030899869919438,6.21,Oxic,Generally Oxic,8.2,3.38,374.0,2.09,0.5,0.33,0.044,1.2,3.0
Palca Grande,March 2017,2017-03-30,Bolivia (Non-Mining),Zinc,112.0,137.0,0.137,817.5182481751824,2.912497455513775,6.21,Oxic,Generally Oxic,8.2,3.38,374.0,2.09,0.5,0.33,0.044,1.2,3.0
Palca Grande,March 2017,2017-03-30,Bolivia (Non-Mining),Arsenic,16.1,14.0,0.014,1150.0,3.060697840353612,6.21,Oxic,Generally Oxic,8.1,3.6,406.0,2.11,0.5,0.37,0.057,1.33,2.0
Palca Grande,March 2017,2017-03-30,Bolivia (Non-Mining),Cadmium,0.21,0.5,0.0005,420.0,2.6232492903979003,6.21,Oxic,Generally Oxic,8.1,3.6,406.0,2.11,0.5,0.37,0.057,1.33,2.0
Palca Grande,March 2017,2017-03-30,Bolivia (Non-Mining),Lead,23.5,27.0,0.027,870.3703703703703,2.939704098112749,6.21,Oxic,Generally Oxic,8.1,3.6,406.0,2.11,0.5,0.37,0.057,1.33,2.0
Palca Grande,March 2017,2017-03-30,Bolivia (Non-Mining),Zinc,121.0,137.0,0.137,883.2116788321167,2.946064803160043,6.21,Oxic,Generally Oxic,8.1,3.6,406.0,2.11,0.5,0.37,0.057,1.33,2.0
Palca Grande,May 2018,2018-05-23,Bolivia (Non-Mining),Arsenic,44.0,10.0,0.01,4400.0,3.6434526764861874,8.51,Oxic,Generally Oxic,7.9,4.03,386.0,1.51,0.5,0.41,0.083,0.43,1.0
Palca Grande,May 2018,2018-05-23,Bolivia (Non-Mining),Cadmium,0.3,10.0,0.01,30.0,1.4771212547196624,8.51,Oxic,Generally Oxic,7.9,4.03,386.0,1.51,0.5,0.41,0.083,0.43,1.0
Palca Grande,May 2018,2018-05-23,Bolivia (Non-Mining),Lead,31.1,10.0,0.01,3110.0,3.4927603890268375,8.51,Oxic,Generally Oxic,7.9,4.03,386.0,1.51,0.5,0.41,0.083,0.43,1.0
Palca Grande,May 2018,2018-05-23,Bolivia (Non-Mining),Zinc,141.0,10.0,0.01,14100.0,4.14921911265538,8.51,Oxic,Generally Oxic,7.9,4.03,386.0,1.51,0.5,0.41,0.083,0.43,1.0
Palca Grande,May 2018,2018-05-23,Bolivia (Non-Mining),Arsenic,27.7,10.0,0.01,2770.0,3.4424797690644486,8.51,Oxic,Generally Oxic,7.9,3.4,307.0,2.07,0.5,0.31,0.044,0.43,1.0
Palca Grande,May 2018,2018-05-23,Bolivia (Non-Mining),Cadmium,0.16,10.0,0.01,16.0,1.2041199826559248,8.51,Oxic,Generally Oxic,7.9,3.4,307.0,2.07,0.5,0.31,0.044,0.43,1.0
Palca Grande,May 2018,2018-05-23,Bolivia (Non-Mining),Lead,23.3,10.0,0.01,2330.0,3.367355921026019,8.51,Oxic,Generally Oxic,7.9,3.4,307.0,2.07,0.5,0.31,0.044,0.43,1.0
Palca Grande,May 2018,2018-05-23,Bolivia (Non-Mining),Zinc,132.0,10.0,0.01,13200.0,4.12057393120585,8.51,Oxic,Generally Oxic,7.9,3.4,307.0,2.07,0.5,0.31,0.044,0.43,1.0
Palca Grande,May 2018,2018-05-23,Bolivia (Non-Mining),Arsenic,24.0,10.0,0.01,2400.0,3.380211241711606,8.51,Oxic,Generally Oxic,7.9,3.57,300.0,1.8,0.5,0.25,0.039,0.43,1.0
Palca Grande,May 2018,2018-05-23,Bolivia (Non-Mining),Cadmium,0.19,10.0,0.01,19.0,1.2787536009528289,8.51,Oxic,Generally Oxic,7.9,3.57,300.0,1.8,0.5,0.25,0.039,0.43,1.0
Palca Grande,May 2018,2018-05-23,Bolivia (Non-Mining),Lead,24.0,10.0,0.01,2400.0,3.380211241711606,8.51,Oxic,Generally Oxic,7.9,3.57,300.0,1.8,0.5,0.25,0.039,0.43,1.0
Palca Grande,May 2018,2018-05-23,Bolivia (Non-Mining),Zinc,150.0,10.0,0.01,15000.0,4.176091259055681,8.51,Oxic,Generally Oxic,7.9,3.57,300.0,1.8,0.5,0.25,0.039,0.43,1.0
Palca Grande,September 2019,2019-09-27,Bolivia (Non-Mining),Arsenic,20.8,10.0,0.01,2080.0,3.3180633349627615,7.93,Oxic,Generally Oxic,8.4,3.36,451.0,1.8,0.5,0.49,0.064,2.67,3.0
Palca Grande,September 2019,2019-09-27,Bolivia (Non-Mining),Cadmium,0.29,10.0,0.01,28.999999999999996,1.462397997898956,7.93,Oxic,Generally Oxic,8.4,3.36,451.0,1.8,0.5,0.49,0.064,2.67,3.0
Palca Grande,September 2019,2019-09-27,Bolivia (Non-Mining),Lead,25.1,168.0,0.168,149.4047619047619,2.174364439755175,7.93,Oxic,Generally Oxic,8.4,3.36,451.0,1.8,0.5,0.49,0.064,2.67,3.0
Palca Grande,September 2019,2019-09-27,Bolivia (Non-Mining),Zinc,139.0,367.0,0.367,378.7465940054496,2.5783487360020056,7.93,Oxic,Generally Oxic,8.4,3.36,451.0,1.8,0.5,0.49,0.064,2.67,3.0
Palca Grande,September 2019,2019-09-27,Bolivia (Non-Mining),Arsenic,22.0,10.0,0.01,2200.0,3.342422680822206,7.93,Oxic,Generally Oxic,8.4,3.18,414.0,2.0,0.5,0.41,0.052,2.67,3.0
Palca Grande,September 2019,2019-09-27,Bolivia (Non-Mining),Cadmium,0.33,10.0,0.01,33.0,1.5185139398778875,7.93,Oxic,Generally Oxic,8.4,3.18,414.0,2.0,0.5,0.41,0.052,2.67,3.0
Palca Grande,September 2019,2019-09-27,Bolivia (Non-Mining),Lead,25.6,168.0,0.168,152.38095238095238,2.1829306835859867,7.93,Oxic,Generally Oxic,8.4,3.18,414.0,2.0,0.5,0.41,0.052,2.67,3.0
Palca Grande,September 2019,2019-09-27,Bolivia (Non-Mining),Zinc,125.0,367.0,0.367,340.59945504087193,2.532243948755967,7.93,Oxic,Generally Oxic,8.4,3.18,414.0,2.0,0.5,0.41,0.052,2.67,3.0
Palca Grande,September 2019,2019-09-27,Bolivia (Non-Mining),Arsenic,18.7,10.0,0.01,1870.0,3.271841606536499,7.93,Oxic,Generally Oxic,8.4,3.37,436.0,1.65,0.5,0.39,0.064,1.72,2.0
Palca Grande,September 2019,2019-09-27,Bolivia (Non-Mining),Cadmium,0.49,10.0,0.01,49.0,1.6901960800285136,7.93,Oxic,Generally Oxic,8.4,3.37,436.0,1.65,0.5,0.39,0.064,1.72,2.0
Palca Grande,September 2019,2019-09-27,Bolivia (Non-Mining),Lead,45.6,168.0,0.168,271.42857142857144,2.433655560938572,7.93,Oxic,Generally Oxic,8.4,3.37,436.0,1.65,0.5,0.39,0.064,1.72,2.0
Palca Grande,September 2019,2019-09-27,Bolivia (Non-Mining),Zinc,156.0,367.0,0.367,425.06811989100817,2.6284585341023723,7.93,Oxic,Generally Oxic,8.4,3.37,436.0,1.65,0.5,0.39,0.064,1.72,2.0
Palca Grande,September 2019,2019-09-27,Bolivia (Non-Mining),Arsenic,21.2,10.0,0.01,2120.0,3.326335860928751,7.93,Oxic,Generally Oxic,8.4,3.35,446.0,1.85,0.5,0.38,0.057,1.72,2.0
Palca Grande,September 2019,2019-09-27,Bolivia (Non-Mining),Cadmium,0.33,10.0,0.01,33.0,1.5185139398778875,7.93,Oxic,Generally Oxic,8.4,3.35,446.0,1.85,0.5,0.38,0.057,1.72,2.0
Palca Grande,September 2019,2019-09-27,Bolivia (Non-Mining),Lead,34.7,168.0,0.168,206.54761904761907,2.3150201930650107,7.93,Oxic,Generally Oxic,8.4,3.35,446.0,1.85,0.5,0.38,0.057,1.72,2.0
Palca Grande,September 2019,2019-09-27,Bolivia (Non-Mining),Zinc,144.0,367.0,0.367,392.3705722070845,2.5936964278431605,7.93,Oxic,Generally Oxic,8.4,3.35,446.0,1.85,0.5,0.38,0.057,1.72,2.0
Palca Grande,May 2019,2019-05-06,Bolivia (Non-Mining),Arsenic,13.2,10.0,0.01,1320.0,3.12057393120585,6.89,Oxic,Generally Oxic,8.1,3.69,392.0,2.81,0.5,0.44,0.08,0.95,4.0
Palca Grande,May 2019,2019-05-06,Bolivia (Non-Mining),Cadmium,0.32,10.0,0.01,32.0,1.505149978319906,6.89,Oxic,Generally Oxic,8.1,3.69,392.0,2.81,0.5,0.44,0.08,0.95,4.0
Palca Grande,May 2019,2019-05-06,Bolivia (Non-Mining),Lead,23.3,26.0,0.026,896.1538461538462,2.952382573055201,6.89,Oxic,Generally Oxic,8.1,3.69,392.0,2.81,0.5,0.44,0.08,0.95,4.0
Palca Grande,May 2019,2019-05-06,Bolivia (Non-Mining),Zinc,145.0,126.0,0.126,1150.7936507936508,3.060997457117412,6.89,Oxic,Generally Oxic,8.1,3.69,392.0,2.81,0.5,0.44,0.08,0.95,4.0
Palca Grande,May 2019,2019-05-06,Bolivia (Non-Mining),Arsenic,17.5,10.0,0.01,1750.0,3.2430380486862944,6.89,Oxic,Generally Oxic,8.1,3.4,363.0,2.1,0.5,0.39,0.06,0.95,4.0
Palca Grande,May 2019,2019-05-06,Bolivia (Non-Mining),Cadmium,0.22,10.0,0.01,22.0,1.3424226808222062,6.89,Oxic,Generally Oxic,8.1,3.4,363.0,2.1,0.5,0.39,0.06,0.95,4.0
Palca Grande,May 2019,2019-05-06,Bolivia (Non-Mining),Lead,21.8,26.0,0.026,838.4615384615386,2.923483145633787,6.89,Oxic,Generally Oxic,8.1,3.4,363.0,2.1,0.5,0.39,0.06,0.95,4.0
Palca Grande,May 2019,2019-05-06,Bolivia (Non-Mining),Zinc,127.0,126.0,0.126,1007.936507936508,3.003433175838394,6.89,Oxic,Generally Oxic,8.1,3.4,363.0,2.1,0.5,0.39,0.06,0.95,4.0
Palca Grande,May 2019,2019-05-06,Bolivia (Non-Mining),Arsenic,18.5,10.0,0.01,1850.0,3.2671717284030137,6.89,Oxic,Generally Oxic,8.1,3.19,329.0,2.36,0.5,0.4,0.04,0.95,4.0
Palca Grande,May 2019,2019-05-06,Bolivia (Non-Mining),Cadmium,0.13,10.0,0.01,13.0,1.1139433523068367,6.89,Oxic,Generally Oxic,8.1,3.19,329.0,2.36,0.5,0.4,0.04,0.95,4.0
Palca Grande,May 2019,2019-05-06,Bolivia (Non-Mining),Lead,20.7,26.0,0.026,796.1538461538462,2.9009969974860996,6.89,Oxic,Generally Oxic,8.1,3.19,329.0,2.36,0.5,0.4,0.04,0.95,4.0
Palca Grande,May 2019,2019-05-06,Bolivia (Non-Mining),Zinc,126.0,126.0,0.126,1000.0,3.0,6.89,Oxic,Generally Oxic,8.1,3.19,329.0,2.36,0.5,0.4,0.04,0.95,4.0
Palca Grande,May 2019,2019-05-06,Bolivia (Non-Mining),Arsenic,13.1,10.0,0.01,1310.0,3.1172712956557644,6.89,Oxic,Generally Oxic,8.1,3.67,409.0,2.67,0.5,0.31,0.06,0.93,3.0
Palca Grande,May 2019,2019-05-06,Bolivia (Non-Mining),Cadmium,0.23,10.0,0.01,23.0,1.3617278360175928,6.89,Oxic,Generally Oxic,8.1,3.67,409.0,2.67,0.5,0.31,0.06,0.93,3.0
Palca Grande,May 2019,2019-05-06,Bolivia (Non-Mining),Lead,22.3,26.0,0.026,857.6923076923077,2.933331515077343,6.89,Oxic,Generally Oxic,8.1,3.67,409.0,2.67,0.5,0.31,0.06,0.93,3.0
Palca Grande,May 2019,2019-05-06,Bolivia (Non-Mining),Zinc,137.0,126.0,0.126,1087.3015873015872,3.0363500220388437,6.89,Oxic,Generally Oxic,8.1,3.67,409.0,2.67,0.5,0.31,0.06,0.93,3.0
Palca Grande,May 2019,2019-05-06,Bolivia (Non-Mining),Arsenic,42.2,10.0,0.01,4220.0,3.625312450961674,6.89,Oxic,Generally Oxic,8.1,3.84,405.0,2.19,0.5,0.33,0.06,0.93,3.0
Palca Grande,May 2019,2019-05-06,Bolivia (Non-Mining),Cadmium,0.28,10.0,0.01,28.000000000000004,1.4471580313422192,6.89,Oxic,Generally Oxic,8.1,3.84,405.0,2.19,0.5,0.33,0.06,0.93,3.0
Palca Grande,May 2019,2019-05-06,Bolivia (Non-Mining),Lead,25.5,26.0,0.026,980.7692307692308,2.9915668324631373,6.89,Oxic,Generally Oxic,8.1,3.84,405.0,2.19,0.5,0.33,0.06,0.93,3.0
Palca Grande,May 2019,2019-05-06,Bolivia (Non-Mining),Zinc,135.0,126.0,0.126,1071.4285714285713,3.029963223377443,6.89,Oxic,Generally Oxic,8.1,3.84,405.0,2.19,0.5,0.33,0.06,0.93,3.0
Palca Grande,May 2019,2019-05-06,Bolivia (Non-Mining),Arsenic,67.1,10.0,0.01,6709.999999999999,3.826722520168992,6.89,Oxic,Generally Oxic,8.1,3.34,325.0,2.03,0.5,0.41,0.05,0.93,3.0
Palca Grande,May 2019,2019-05-06,Bolivia (Non-Mining),Cadmium,0.11,10.0,0.01,11.0,1.0413926851582251,6.89,Oxic,Generally Oxic,8.1,3.34,325.0,2.03,0.5,0.41,0.05,0.93,3.0
