Station,Campaign,Date,Location,Metal,Sediment_Conc_mg_per_kg,Water_Conc_ug_per_L,Water_Conc_mg_per_L,Partitioning_Ratio_L_per_kg,Log_Partitioning_Ratio,DO_mg_per_L,DO_Status,Station_DO_Status,pH,Fe_%,Mn_mg_per_kg,Al_%,S_%,Ca_%,P_%,Organic_Matter_%,Clay_%
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2023,2023-08-02,Potosí (Mining Zone),Zinc,628.0,306.0,0.306,2052.2875816993464,3.312238217255616,6.57,Oxic,Generally Oxic,7.8,2.0,654.0,,,,,0.3,1.0
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,2024-06-20,Potosí (Mining Zone),Arsenic,5.0,95.0,0.095,52.63157894736842,1.721246399047171,6.94,Oxic,Generally Oxic,7.3,3.3989,1214.0,,,,,1.24,28.2
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,2024-06-20,Potosí (Mining Zone),Cadmium,5.0,345.0,0.345,14.492753623188406,1.1611509092627448,6.94,Oxic,Generally Oxic,7.3,3.3989,1214.0,,,,,1.24,28.2
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,2024-06-20,Potosí (Mining Zone),Lead,15.0,6.0,0.006,2500.0,3.3979400086720375,6.94,Oxic,Generally Oxic,7.3,3.3989,1214.0,,,,,1.24,28.2
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,2024-06-20,Potosí (Mining Zone),Zinc,224.0,4.0,0.004,56000.0,4.748188027006201,6.94,Oxic,Generally Oxic,7.3,3.3989,1214.0,,,,,1.24,28.2
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,2024-06-20,Potosí (Mining Zone),Arsenic,5.0,95.0,0.095,52.63157894736842,1.721246399047171,6.94,Oxic,Generally Oxic,7.3,4.0724,1417.0,,,,,1.24,28.2
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,2024-06-20,Potosí (Mining Zone),Cadmium,5.0,345.0,0.345,14.492753623188406,1.1611509092627448,6.94,Oxic,Generally Oxic,7.3,4.0724,1417.0,,,,,1.24,28.2
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,2024-06-20,Potosí (Mining Zone),Lead,13.0,6.0,0.006,2166.6666666666665,3.335792101923193,6.94,Oxic,Generally Oxic,7.3,4.0724,1417.0,,,,,1.24,28.2
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,2024-06-20,Potosí (Mining Zone),Zinc,209.0,4.0,0.004,52250.0,4.718086294783092,6.94,Oxic,Generally Oxic,7.3,4.0724,1417.0,,,,,1.24,28.2
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,2024-02-21,Potosí (Mining Zone),Arsenic,5.0,53.0,0.053,94.33962264150944,1.9746941347352298,6.34,Oxic,Generally Oxic,7.6,3.2982,446.0,,,,,1.56,24.2
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,2024-02-21,Potosí (Mining Zone),Cadmium,5.0,61.0,0.061,81.9672131147541,1.9136401693252518,6.34,Oxic,Generally Oxic,7.6,3.2982,446.0,,,,,1.56,24.2
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,2024-02-21,Potosí (Mining Zone),Lead,5.0,86.0,0.086,58.139534883720934,1.764471553092451,6.34,Oxic,Generally Oxic,7.6,3.2982,446.0,,,,,1.56,24.2
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,2024-02-21,Potosí (Mining Zone),Zinc,37.0,25.0,0.025,1480.0,3.1702617153949575,6.34,Oxic,Generally Oxic,7.6,3.2982,446.0,,,,,1.56,24.2
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,2024-02-21,Potosí (Mining Zone),Arsenic,5.0,53.0,0.053,94.33962264150944,1.9746941347352298,6.34,Oxic,Generally Oxic,7.6,5.0474,841.0,,,,,1.56,24.2
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,2024-02-21,Potosí (Mining Zone),Cadmium,5.0,61.0,0.061,81.9672131147541,1.9136401693252518,6.34,Oxic,Generally Oxic,7.6,5.0474,841.0,,,,,1.56,24.2
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,2024-02-21,Potosí (Mining Zone),Lead,12.0,86.0,0.086,139.53488372093025,2.144682794804057,6.34,Oxic,Generally Oxic,7.6,5.0474,841.0,,,,,1.56,24.2
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,2024-02-21,Potosí (Mining Zone),Zinc,44.0,25.0,0.025,1760.0,3.24551266781415,6.34,Oxic,Generally Oxic,7.6,5.0474,841.0,,,,,1.56,24.2
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Arsenic,23.5,29.0,0.029,810.3448275862069,2.90866986437278,7.04,Oxic,Generally Oxic,8.5,2.94,424.0,1.16,0.5,0.58,0.046,1.42,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Cadmium,0.24,0.5,0.0005,480.0,2.681241237375587,7.04,Oxic,Generally Oxic,8.5,2.94,424.0,1.16,0.5,0.58,0.046,1.42,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Lead,22.0,12.0,0.012,1833.3333333333333,3.2632414347745815,7.04,Oxic,Generally Oxic,8.5,2.94,424.0,1.16,0.5,0.58,0.046,1.42,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Zinc,111.0,202.0,0.202,549.5049504950495,2.7399716093400337,7.04,Oxic,Generally Oxic,8.5,2.94,424.0,1.16,0.5,0.58,0.046,1.42,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Arsenic,24.5,29.0,0.029,844.8275862068965,2.9267680864655765,7.04,Oxic,Generally Oxic,8.5,2.16,385.0,0.97,0.5,0.63,0.049,1.42,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Cadmium,0.23,0.5,0.0005,460.0,2.662757831681574,7.04,Oxic,Generally Oxic,8.5,2.16,385.0,0.97,0.5,0.63,0.049,1.42,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Lead,30.5,12.0,0.012,2541.6666666666665,3.405118593299161,7.04,Oxic,Generally Oxic,8.5,2.16,385.0,0.97,0.5,0.63,0.049,1.42,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Zinc,127.0,202.0,0.202,628.7128712871287,2.798452351509333,7.04,Oxic,Generally Oxic,8.5,2.16,385.0,0.97,0.5,0.63,0.049,1.42,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Arsenic,15.2,29.0,0.029,524.1379310344827,2.7194455900458165,7.04,Oxic,Generally Oxic,8.5,1.59,262.0,0.68,0.5,0.42,0.024,1.42,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Cadmium,0.12,0.5,0.0005,240.0,2.380211241711606,7.04,Oxic,Generally Oxic,8.5,1.59,262.0,0.68,0.5,0.42,0.024,1.42,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Lead,17.8,12.0,0.012,1483.3333333333333,3.171238756261269,7.04,Oxic,Generally Oxic,8.5,1.59,262.0,0.68,0.5,0.42,0.024,1.42,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Zinc,75.8,202.0,0.202,375.2475247524752,2.5743178361854295,7.04,Oxic,Generally Oxic,8.5,1.59,262.0,0.68,0.5,0.42,0.024,1.42,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Arsenic,28.0,29.0,0.029,965.5172413793103,2.9847600334432633,7.04,Oxic,Generally Oxic,8.5,2.56,469.0,0.98,0.5,0.66,0.047,0.93,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Cadmium,0.32,0.5,0.0005,640.0,2.806179973983887,7.04,Oxic,Generally Oxic,8.5,2.56,469.0,0.98,0.5,0.66,0.047,0.93,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Lead,33.1,12.0,0.012,2758.3333333333335,3.4406467477280938,7.04,Oxic,Generally Oxic,8.5,2.56,469.0,0.98,0.5,0.66,0.047,0.93,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Zinc,157.0,202.0,0.202,777.2277227722772,2.89054828296261,7.04,Oxic,Generally Oxic,8.5,2.56,469.0,0.98,0.5,0.66,0.047,0.93,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Arsenic,17.3,29.0,0.029,596.551724137931,2.7756481052298394,7.04,Oxic,Generally Oxic,8.5,1.49,338.0,0.75,0.5,0.46,0.023,0.93,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Cadmium,0.17,0.5,0.0005,340.0,2.531478917042255,7.04,Oxic,Generally Oxic,8.5,1.49,338.0,0.75,0.5,0.46,0.023,0.93,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Lead,18.0,12.0,0.012,1500.0,3.1760912590556813,7.04,Oxic,Generally Oxic,8.5,1.49,338.0,0.75,0.5,0.46,0.023,0.93,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Zinc,108.0,202.0,0.202,534.6534653465346,2.728072386040326,7.04,Oxic,Generally Oxic,8.5,1.49,338.0,0.75,0.5,0.46,0.023,0.93,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Arsenic,3.8,29.0,0.029,131.03448275862067,2.117385598717854,7.04,Oxic,Generally Oxic,8.5,2.45,206.0,1.06,0.5,0.25,0.055,0.93,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Cadmium,0.005,0.5,0.0005,10.0,1.0,7.04,Oxic,Generally Oxic,8.5,2.45,206.0,1.06,0.5,0.25,0.055,0.93,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Lead,28.2,12.0,0.012,2350.0,3.3710678622717363,7.04,Oxic,Generally Oxic,8.5,2.45,206.0,1.06,0.5,0.25,0.055,0.93,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Zinc,33.2,202.0,0.202,164.35643564356437,2.2157867142574124,7.04,Oxic,Generally Oxic,8.5,2.45,206.0,1.06,0.5,0.25,0.055,0.93,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Arsenic,15.6,29.0,0.029,537.9310344827586,2.7307266004555055,7.04,Oxic,Generally Oxic,8.5,2.7,434.0,1.05,0.5,0.52,0.041,1.85,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Cadmium,0.15,0.5,0.0005,300.0,2.4771212547196626,7.04,Oxic,Generally Oxic,8.5,2.7,434.0,1.05,0.5,0.52,0.041,1.85,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Lead,16.2,12.0,0.012,1350.0,3.130333768495006,7.04,Oxic,Generally Oxic,8.5,2.7,434.0,1.05,0.5,0.52,0.041,1.85,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Zinc,86.2,202.0,0.202,426.73267326732673,2.630155896378089,7.04,Oxic,Generally Oxic,8.5,2.7,434.0,1.05,0.5,0.52,0.041,1.85,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Arsenic,14.1,29.0,0.029,486.2068965517241,2.6868211147564236,7.04,Oxic,Generally Oxic,8.5,2.18,397.0,1.13,0.5,0.62,0.034,1.85,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Cadmium,0.16,0.5,0.0005,320.0,2.505149978319906,7.04,Oxic,Generally Oxic,8.5,2.18,397.0,1.13,0.5,0.62,0.034,1.85,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Lead,16.1,12.0,0.012,1341.6666666666667,3.127644629984225,7.04,Oxic,Generally Oxic,8.5,2.18,397.0,1.13,0.5,0.62,0.034,1.85,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Zinc,98.6,202.0,0.202,488.11881188118804,2.6885255454945876,7.04,Oxic,Generally Oxic,8.5,2.18,397.0,1.13,0.5,0.62,0.034,1.85,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Arsenic,13.2,29.0,0.029,455.1724137931034,2.6581759333068935,7.04,Oxic,Generally Oxic,8.1,2.85,431.0,1.95,0.5,0.67,0.038,3.63,3.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Cadmium,0.2,0.5,0.0005,400.0,2.6020599913279625,7.04,Oxic,Generally Oxic,8.1,2.85,431.0,1.95,0.5,0.67,0.038,3.63,3.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Lead,23.8,12.0,0.012,1983.3333333333333,3.297395711008887,7.04,Oxic,Generally Oxic,8.1,2.85,431.0,1.95,0.5,0.67,0.038,3.63,3.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Zinc,109.0,202.0,0.202,539.6039603960396,2.732075128494,7.04,Oxic,Generally Oxic,8.1,2.85,431.0,1.95,0.5,0.67,0.038,3.63,3.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Arsenic,14.0,29.0,0.029,482.7586206896552,2.683730037779282,7.04,Oxic,Generally Oxic,8.1,2.65,427.0,1.85,0.5,0.69,0.032,3.63,3.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Cadmium,0.25,0.5,0.0005,500.0,2.6989700043360187,7.04,Oxic,Generally Oxic,8.1,2.65,427.0,1.85,0.5,0.69,0.032,3.63,3.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Lead,25.2,12.0,0.012,2100.0,3.322219294733919,7.04,Oxic,Generally Oxic,8.1,2.65,427.0,1.85,0.5,0.69,0.032,3.63,3.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Zinc,109.0,202.0,0.202,539.6039603960396,2.732075128494,7.04,Oxic,Generally Oxic,8.1,2.65,427.0,1.85,0.5,0.69,0.032,3.63,3.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Arsenic,15.0,29.0,0.029,517.2413793103448,2.7136932611567253,7.04,Oxic,Generally Oxic,8.4,3.26,423.0,1.91,0.5,0.56,0.044,2.05,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Cadmium,0.15,0.5,0.0005,300.0,2.4771212547196626,7.04,Oxic,Generally Oxic,8.4,3.26,423.0,1.91,0.5,0.56,0.044,2.05,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Lead,17.4,12.0,0.012,1449.9999999999998,3.161368002234975,7.04,Oxic,Generally Oxic,8.4,3.26,423.0,1.91,0.5,0.56,0.044,2.05,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Zinc,79.8,202.0,0.202,395.049504950495,2.5966515219041058,7.04,Oxic,Generally Oxic,8.4,3.26,423.0,1.91,0.5,0.56,0.044,2.05,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Arsenic,13.6,29.0,0.029,468.9655172413793,2.6711409104712613,7.04,Oxic,Generally Oxic,8.4,2.32,371.0,1.15,0.5,0.56,0.034,2.05,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Cadmium,0.16,0.5,0.0005,320.0,2.505149978319906,7.04,Oxic,Generally Oxic,8.4,2.32,371.0,1.15,0.5,0.56,0.034,2.05,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Lead,14.3,12.0,0.012,1191.6666666666667,3.076154791417437,7.04,Oxic,Generally Oxic,8.4,2.32,371.0,1.15,0.5,0.56,0.034,2.05,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Zinc,76.8,202.0,0.202,380.19801980198014,2.5800098505848883,7.04,Oxic,Generally Oxic,8.4,2.32,371.0,1.15,0.5,0.56,0.034,2.05,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Arsenic,15.6,29.0,0.029,537.9310344827586,2.7307266004555055,7.04,Oxic,Generally Oxic,8.4,2.27,373.0,1.63,0.5,0.69,0.034,2.05,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Cadmium,0.2,0.5,0.0005,400.0,2.6020599913279625,7.04,Oxic,Generally Oxic,8.4,2.27,373.0,1.63,0.5,0.69,0.034,2.05,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Lead,19.8,12.0,0.012,1650.0,3.2174839442139063,7.04,Oxic,Generally Oxic,8.4,2.27,373.0,1.63,0.5,0.69,0.034,2.05,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Zinc,103.0,202.0,0.202,509.90099009900985,2.7074858552585486,7.04,Oxic,Generally Oxic,8.4,2.27,373.0,1.63,0.5,0.69,0.034,2.05,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Arsenic,16.8,29.0,0.029,579.3103448275862,2.7629112838269068,7.04,Oxic,Generally Oxic,8.2,2.39,364.0,1.08,0.5,0.48,0.037,1.53,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Cadmium,0.19,0.5,0.0005,380.0,2.57978359661681,7.04,Oxic,Generally Oxic,8.2,2.39,364.0,1.08,0.5,0.48,0.037,1.53,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Lead,17.3,12.0,0.012,1441.6666666666667,3.158864857081171,7.04,Oxic,Generally Oxic,8.2,2.39,364.0,1.08,0.5,0.48,0.037,1.53,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Zinc,73.7,202.0,0.202,364.8514851485148,2.5621161184124275,7.04,Oxic,Generally Oxic,8.2,2.39,364.0,1.08,0.5,0.48,0.037,1.53,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Arsenic,14.2,29.0,0.029,489.6551724137931,2.6898903464841,7.04,Oxic,Generally Oxic,8.2,1.93,345.0,0.96,0.5,0.54,0.032,1.53,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Cadmium,0.17,0.5,0.0005,340.0,2.531478917042255,7.04,Oxic,Generally Oxic,8.2,1.93,345.0,0.96,0.5,0.54,0.032,1.53,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Lead,16.5,12.0,0.012,1375.0,3.1383026981662816,7.04,Oxic,Generally Oxic,8.2,1.93,345.0,0.96,0.5,0.54,0.032,1.53,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Potosí (Mining Zone),Zinc,73.2,202.0,0.202,362.3762376237624,2.559159711611768,7.04,Oxic,Generally Oxic,8.2,1.93,345.0,0.96,0.5,0.54,0.032,1.53,1.0
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Potosí (Mining Zone),Arsenic,20.5,61.0,0.061,336.0655737704918,2.5264240260449875,8.33,Oxic,Generally Oxic,8.1,2.64,405.0,1.62,0.5,0.43,0.059,,
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Potosí (Mining Zone),Cadmium,0.52,4.0,0.004,130.0,2.113943352306837,8.33,Oxic,Generally Oxic,8.1,2.64,405.0,1.62,0.5,0.43,0.059,,
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Potosí (Mining Zone),Lead,44.8,46.0,0.046,973.9130434782609,2.98852018231657,8.33,Oxic,Generally Oxic,8.1,2.64,405.0,1.62,0.5,0.43,0.059,,
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Potosí (Mining Zone),Zinc,160.0,1066.0,1.066,150.093808630394,2.1763627779653714,8.33,Oxic,Generally Oxic,8.1,2.64,405.0,1.62,0.5,0.43,0.059,,
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Potosí (Mining Zone),Arsenic,105.0,61.0,0.061,1721.311475409836,3.235859464059171,8.33,Oxic,Generally Oxic,8.1,1.81,371.0,1.05,0.5,0.45,0.052,,
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Potosí (Mining Zone),Cadmium,4.9,4.0,0.004,1225.0,3.0881360887005513,8.33,Oxic,Generally Oxic,8.1,1.81,371.0,1.05,0.5,0.45,0.052,,
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Potosí (Mining Zone),Lead,511.0,46.0,0.046,11108.695652173914,4.0456630684531385,8.33,Oxic,Generally Oxic,8.1,1.81,371.0,1.05,0.5,0.45,0.052,,
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Potosí (Mining Zone),Zinc,595.0,1066.0,1.066,558.1613508442776,2.746759761037996,8.33,Oxic,Generally Oxic,8.1,1.81,371.0,1.05,0.5,0.45,0.052,,
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Potosí (Mining Zone),Arsenic,33.0,61.0,0.061,540.983606557377,2.7331841048671204,8.33,Oxic,Generally Oxic,8.1,1.47,433.0,1.29,0.5,0.57,0.05,,
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Potosí (Mining Zone),Cadmium,0.83,4.0,0.004,207.49999999999997,2.3170181010481112,8.33,Oxic,Generally Oxic,8.1,1.47,433.0,1.29,0.5,0.57,0.05,,
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Potosí (Mining Zone),Lead,76.6,46.0,0.046,1665.2173913043478,3.22147093795103,8.33,Oxic,Generally Oxic,8.1,1.47,433.0,1.29,0.5,0.57,0.05,,
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Potosí (Mining Zone),Zinc,267.0,1066.0,1.066,250.46904315196997,2.3987540566740218,8.33,Oxic,Generally Oxic,8.1,1.47,433.0,1.29,0.5,0.57,0.05,,
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Potosí (Mining Zone),Arsenic,856.0,61.0,0.061,14032.786885245901,4.147143929666386,8.33,Oxic,Generally Oxic,8.1,2.28,475.0,1.47,2.0,0.43,0.039,,
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Potosí (Mining Zone),Cadmium,104.0,4.0,0.004,26000.0,4.414973347970818,8.33,Oxic,Generally Oxic,8.1,2.28,475.0,1.47,2.0,0.43,0.039,,
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Potosí (Mining Zone),Lead,7500.0,46.0,0.046,163043.47826086957,5.212303431710126,8.33,Oxic,Generally Oxic,8.1,2.28,475.0,1.47,2.0,0.43,0.039,,
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Potosí (Mining Zone),Zinc,7500.0,1066.0,1.066,7035.647279549718,3.8473040587011464,8.33,Oxic,Generally Oxic,8.1,2.28,475.0,1.47,2.0,0.43,0.039,,
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Potosí (Mining Zone),Arsenic,10.9,61.0,0.061,178.68852459016395,2.2520966629298567,8.33,Oxic,Generally Oxic,8.0,2.38,400.0,1.42,0.5,0.47,0.049,,
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Potosí (Mining Zone),Cadmium,0.23,4.0,0.004,57.5,1.7596678446896306,8.33,Oxic,Generally Oxic,8.0,2.38,400.0,1.42,0.5,0.47,0.049,,
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Potosí (Mining Zone),Lead,22.0,46.0,0.046,478.2608695652174,2.6796648491406323,8.33,Oxic,Generally Oxic,8.0,2.38,400.0,1.42,0.5,0.47,0.049,,
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Potosí (Mining Zone),Zinc,102.0,1066.0,1.066,95.68480300187616,1.980842967071364,8.33,Oxic,Generally Oxic,8.0,2.38,400.0,1.42,0.5,0.47,0.049,,
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Potosí (Mining Zone),Arsenic,33.6,61.0,0.061,550.8196721311476,2.741009442379077,8.33,Oxic,Generally Oxic,8.0,1.83,370.0,1.09,0.5,0.42,0.04,,
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Potosí (Mining Zone),Cadmium,0.61,4.0,0.004,152.5,2.1832698436828046,8.33,Oxic,Generally Oxic,8.0,1.83,370.0,1.09,0.5,0.42,0.04,,
