Station,Campaign,Metal,Sediment_Median_mg_per_kg,Water_Conc_ug_per_L,Water_Conc_mg_per_L,Partitioning_Ratio_L_per_kg,Log_Partitioning_Ratio,pH,Clay_%,Sand_%,Organic_Matter_%,DO_mg_per_L,Fe_%,Mn_mg_per_kg,Al_%,S_%,Ca_%,P_%,Location
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2017,Cadmium,0.16,1.0,0.001,160.0,2.2041199826559246,8.5,2.0,94.93,0.47,5.85,1.72,348.0,1.4,0.5,0.88,0.04,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2017,Lead,12.4,1.0,0.001,12400.0,4.093421685162235,8.5,2.0,94.93,0.47,5.85,1.72,348.0,1.4,0.5,0.88,0.04,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2017,Zinc,76.6,10.0,0.01,7659.999999999999,3.884228769632604,8.5,2.0,94.93,0.47,5.85,1.72,348.0,1.4,0.5,0.88,0.04,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2020,Arsenic,22.15,31.0,0.031,714.516129032258,2.8540120367248156,8.3,2.0,75.2,0.35,5.91,2.415,482.5,1.095,0.5,0.62,0.041999999999999996,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2020,Cadmium,0.225,0.25,0.00025,900.0,2.9542425094393248,8.3,2.0,75.2,0.35,5.91,2.415,482.5,1.095,0.5,0.62,0.041999999999999996,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2020,Lead,19.35,9.0,0.009,2150.0000000000005,3.3324384599156054,8.3,2.0,75.2,0.35,5.91,2.415,482.5,1.095,0.5,0.62,0.041999999999999996,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2020,Zinc,99.2,210.0,0.21,472.3809523809524,2.6742923774202594,8.3,2.0,75.2,0.35,5.91,2.415,482.5,1.095,0.5,0.62,0.041999999999999996,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2022,Arsenic,5.0,164.0,0.164,30.48780487804878,1.484126156288321,8.5,0.5,62.1,0.6,6.7,1.278,225.0,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2022,Cadmium,0.5,0.005,5e-06,99999.99999999999,5.0,8.5,0.5,62.1,0.6,6.7,1.278,225.0,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2022,Lead,10.0,55.0,0.055,181.8181818181818,2.2596373105057563,8.5,0.5,62.1,0.6,6.7,1.278,225.0,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2022,Zinc,84.9,2200.0,2.2,38.59090909090909,1.5864850094217464,8.5,0.5,62.1,0.6,6.7,1.278,225.0,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2023,Arsenic,6.369999999999999,105.0,0.105,60.666666666666664,1.7829501332654123,8.0,0.0,84.9,0.82,6.6,0.8684000000000001,311.0,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2023,Cadmium,0.14200000000000002,2.1,0.0021000000000000003,67.61904761904762,1.8300690496491372,8.0,0.0,84.9,0.82,6.6,0.8684000000000001,311.0,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2023,Lead,16.450000000000003,88.0,0.088,186.93181818181822,2.2716832301358245,8.0,0.0,84.9,0.82,6.6,0.8684000000000001,311.0,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2023,Zinc,47.95,1388.0,1.388,34.54610951008646,1.5383991453878463,8.0,0.0,84.9,0.82,6.6,0.8684000000000001,311.0,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,Arsenic,14.0,170.0,0.17,82.35294117647058,1.915679114299964,8.0,24.2,58.8,1.28,6.89,3.8611,572.5,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,Cadmium,5.0,176.0,0.176,28.40909090909091,1.453457336521869,8.0,24.2,58.8,1.28,6.89,3.8611,572.5,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,Lead,12.0,652.0,0.652,18.404907975460123,1.2649336503157047,8.0,24.2,58.8,1.28,6.89,3.8611,572.5,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,Zinc,56.0,25.0,0.025,2240.0,3.3502480183341627,8.0,24.2,58.8,1.28,6.89,3.8611,572.5,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,January 2023,Arsenic,30.75,12.0,0.012,2562.5,3.408663874063811,8.0,1.0,80.73,0.82,7.18,2.535,439.0,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,January 2023,Cadmium,1.35,0.1,0.0001,13500.0,4.1303337684950066,8.0,1.0,80.73,0.82,7.18,2.535,439.0,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,January 2023,Lead,24.2,0.5,0.0005,48400.0,4.684845361644412,8.0,1.0,80.73,0.82,7.18,2.535,439.0,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,January 2023,Zinc,295.5,10.0,0.01,29550.0,4.470557485217274,8.0,1.0,80.73,0.82,7.18,2.535,439.0,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,Arsenic,16.5,18.0,0.018,916.6666666666667,2.9622114391106003,8.3,23.8,15.9,1.28,7.82,3.35725,646.0,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,Cadmium,5.0,543.0,0.543,9.208103130755063,0.9641701747471718,8.3,23.8,15.9,1.28,7.82,3.35725,646.0,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,Lead,12.5,39.0,0.039,320.5128205128205,2.505845405981557,8.3,23.8,15.9,1.28,7.82,3.35725,646.0,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,Zinc,132.5,6.0,0.006,22083.333333333332,4.344064627889183,8.3,23.8,15.9,1.28,7.82,3.35725,646.0,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,Arsenic,13.5,205.0,0.205,65.85365853658537,1.818579907439252,8.3,2.0,85.265,0.565,6.8,2.0549999999999997,364.5,0.97,0.5,0.55,0.036500000000000005,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,Cadmium,0.165,3.0,0.003,55.0,1.7403626894942439,8.3,2.0,85.265,0.565,6.8,2.0549999999999997,364.5,0.97,0.5,0.55,0.036500000000000005,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,Lead,15.4,152.0,0.152,101.31578947368422,2.0056771328916905,8.3,2.0,85.265,0.565,6.8,2.0549999999999997,364.5,0.97,0.5,0.55,0.036500000000000005,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,Zinc,71.4,1088.0,1.088,65.625,1.8170693164140133,8.3,2.0,85.265,0.565,6.8,2.0549999999999997,364.5,0.97,0.5,0.55,0.036500000000000005,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,Arsenic,17.4,34.0,0.034,511.76470588235287,2.7090703312403446,8.5,4.0,85.2,1.15,6.28,2.29,366.0,1.2,0.5,0.54,0.042,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,Cadmium,0.18,10.0,0.01,18.0,1.255272505103306,8.5,4.0,85.2,1.15,6.28,2.29,366.0,1.2,0.5,0.54,0.042,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,Lead,15.2,40.0,0.04,380.0,2.57978359661681,8.5,4.0,85.2,1.15,6.28,2.29,366.0,1.2,0.5,0.54,0.042,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,Zinc,71.8,512.0,0.512,140.234375,2.1468544832664698,8.5,4.0,85.2,1.15,6.28,2.29,366.0,1.2,0.5,0.54,0.042,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,Arsenic,18.3,10.0,0.01,1830.0,3.2624510897304293,8.2,1.0,88.93,0.18,7.41,2.3049999999999997,456.0,1.58,0.5,0.685,0.0465,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,Cadmium,0.495,10.0,0.01,49.5,1.6946051989335686,8.2,1.0,88.93,0.18,7.41,2.3049999999999997,456.0,1.58,0.5,0.685,0.0465,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,Lead,22.0,10.0,0.01,2200.0,3.342422680822206,8.2,1.0,88.93,0.18,7.41,2.3049999999999997,456.0,1.58,0.5,0.685,0.0465,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,Zinc,225.0,1196.0,1.196,188.12709030100336,2.2744513384589706,8.2,1.0,88.93,0.18,7.41,2.3049999999999997,456.0,1.58,0.5,0.685,0.0465,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2022,Arsenic,32.2,54.0,0.054,596.2962962962963,2.7754621118728626,8.6,3.0,87.51,0.2,8.405,2.415,411.0,0.7050000000000001,0.5,0.56,0.05450000000000001,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2022,Cadmium,0.64,8.0,0.008,80.0,1.9030899869919435,8.6,3.0,87.51,0.2,8.405,2.415,411.0,0.7050000000000001,0.5,0.56,0.05450000000000001,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2022,Lead,29.75,5.0,0.005,5950.0,3.7745169657285498,8.6,3.0,87.51,0.2,8.405,2.415,411.0,0.7050000000000001,0.5,0.56,0.05450000000000001,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2022,Zinc,160.0,1766.0,1.766,90.60022650056625,1.957129283414375,8.6,3.0,87.51,0.2,8.405,2.415,411.0,0.7050000000000001,0.5,0.56,0.05450000000000001,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,Arsenic,15.2,29.0,0.029,524.1379310344827,2.7194455900458165,8.5,1.0,88.65,1.53,7.04,2.39,385.0,1.08,0.5,0.56,0.037,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,Cadmium,0.17,0.5,0.0005,340.0,2.531478917042255,8.5,1.0,88.65,1.53,7.04,2.39,385.0,1.08,0.5,0.56,0.037,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,Lead,18.0,12.0,0.012,1500.0,3.1760912590556813,8.5,1.0,88.65,1.53,7.04,2.39,385.0,1.08,0.5,0.56,0.037,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,Zinc,98.6,202.0,0.202,488.11881188118804,2.6885255454945876,8.5,1.0,88.65,1.53,7.04,2.39,385.0,1.08,0.5,0.56,0.037,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2021,Arsenic,15.7,18.0,0.018,872.2222222222223,2.9406271473059276,7.9,1.0,74.13,0.8900000000000001,7.46,2.465,416.0,0.775,0.5,0.525,0.046,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2021,Cadmium,0.155,0.25,0.00025,620.0,2.792391689498254,7.9,1.0,74.13,0.8900000000000001,7.46,2.465,416.0,0.775,0.5,0.525,0.046,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2021,Lead,21.5,6.0,0.006,3583.3333333333335,3.5542872095319615,7.9,1.0,74.13,0.8900000000000001,7.46,2.465,416.0,0.775,0.5,0.525,0.046,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2021,Zinc,84.25,120.0,0.12,702.0833333333334,2.8463886634957514,7.9,1.0,74.13,0.8900000000000001,7.46,2.465,416.0,0.775,0.5,0.525,0.046,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2017,Arsenic,15.5,81.0,0.081,191.35802469135803,2.281846679291642,7.9,0.0,86.93,0.75,7.85,1.94,464.0,1.37,0.5,0.71,0.039,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2017,Cadmium,0.21,4.0,0.004,52.5,1.7201593034059568,7.9,0.0,86.93,0.75,7.85,1.94,464.0,1.37,0.5,0.71,0.039,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2017,Lead,16.9,142.0,0.142,119.01408450704226,2.075598360230617,7.9,0.0,86.93,0.75,7.85,1.94,464.0,1.37,0.5,0.71,0.039,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2017,Zinc,102.0,1399.0,1.399,72.90922087205146,1.86278245727009,7.9,0.0,86.93,0.75,7.85,1.94,464.0,1.37,0.5,0.71,0.039,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2023,Arsenic,20.6,42.0,0.042,490.4761904761905,2.690617929971253,7.7,2.0,87.64,1.02,7.85,0.7107,370.0,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2023,Cadmium,1.5725,0.8,0.0008,1965.625,3.293500667125363,7.7,2.0,87.64,1.02,7.85,0.7107,370.0,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2023,Lead,18.1,4.0,0.004,4525.0,3.655618583541222,7.7,2.0,87.64,1.02,7.85,0.7107,370.0,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,October 2023,Zinc,469.0,213.0,0.213,2201.8779342723005,3.3427932392763458,7.7,2.0,87.64,1.02,7.85,0.7107,370.0,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,Arsenic,22.15,30.0,0.03,738.3333333333333,2.8682524758394257,8.149999999999999,2.0,91.845,0.9850000000000001,6.79,1.625,391.0,1.1600000000000001,0.5,0.66,0.041999999999999996,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,Cadmium,0.43,10.0,0.01,43.0,1.6334684555795864,8.149999999999999,2.0,91.845,0.9850000000000001,6.79,1.625,391.0,1.1600000000000001,0.5,0.66,0.041999999999999996,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,Lead,23.4,29.0,0.029,806.8965517241378,2.906817859511187,8.149999999999999,2.0,91.845,0.9850000000000001,6.79,1.625,391.0,1.1600000000000001,0.5,0.66,0.041999999999999996,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,Zinc,216.5,403.0,0.403,537.2208436724566,2.7301528545482747,8.149999999999999,2.0,91.845,0.9850000000000001,6.79,1.625,391.0,1.1600000000000001,0.5,0.66,0.041999999999999996,Potosí (Mining Zone)
Puente Aruma - Automática,August 2022,Arsenic,6.525,5.0,0.005,1305.0,3.1156105116742996,7.7,1.5,68.07,1.16,9.43,4.285,260.185,,,,,Bolivia (Non-Mining)
Puente Aruma - Automática,August 2022,Cadmium,0.9299999999999999,2.5,0.0025,371.99999999999994,2.5705429398818973,7.7,1.5,68.07,1.16,9.43,4.285,260.185,,,,,Bolivia (Non-Mining)
Puente Aruma - Automática,August 2022,Lead,9.565000000000001,5.0,0.005,1913.0000000000002,3.281714970027296,7.7,1.5,68.07,1.16,9.43,4.285,260.185,,,,,Bolivia (Non-Mining)
Puente Aruma - Automática,August 2022,Zinc,75.26,472.0,0.472,159.4491525423729,2.202622215349758,7.7,1.5,68.07,1.16,9.43,4.285,260.185,,,,,Bolivia (Non-Mining)
Puente Aruma - Automática,December 2023,Arsenic,7.6899999999999995,118.0,0.118,65.16949152542372,1.8140443324953057,8.0,0.0,70.48,1.13,5.88,1.4987,347.0,,,,,Bolivia (Non-Mining)
Puente Aruma - Automática,December 2023,Cadmium,0.1825,4.6,0.0046,39.67391304347826,1.5985050371109195,8.0,0.0,70.48,1.13,5.88,1.4987,347.0,,,,,Bolivia (Non-Mining)
Puente Aruma - Automática,December 2023,Lead,21.85,302.0,0.302,72.35099337748345,1.85944449834929,8.0,0.0,70.48,1.13,5.88,1.4987,347.0,,,,,Bolivia (Non-Mining)
Puente Aruma - Automática,December 2023,Zinc,62.45,1373.0,1.373,45.4843408594319,1.6578619054733992,8.0,0.0,70.48,1.13,5.88,1.4987,347.0,,,,,Bolivia (Non-Mining)
Puente Aruma - Automática,February 2024,Arsenic,13.0,279.0,0.279,46.59498207885304,1.668339149033239,8.4,24.1,66.3,1.5,7.69,4.4293,342.5,,,,,Bolivia (Non-Mining)
Puente Aruma - Automática,February 2024,Cadmium,5.0,199.0,0.199,25.125628140703515,1.4001169279263121,8.4,24.1,66.3,1.5,7.69,4.4293,342.5,,,,,Bolivia (Non-Mining)
Puente Aruma - Automática,February 2024,Lead,16.5,529.0,0.529,31.190926275992435,1.4940282721787206,8.4,24.1,66.3,1.5,7.69,4.4293,342.5,,,,,Bolivia (Non-Mining)
Puente Aruma - Automática,February 2024,Zinc,69.0,25.0,0.025,2760.0,3.4409090820652177,8.4,24.1,66.3,1.5,7.69,4.4293,342.5,,,,,Bolivia (Non-Mining)
Puente Aruma - Automática,July 2023,Arsenic,236.75,5.0,0.005,47350.0,4.675319983339293,7.9,0.51,82.29,0.52,8.93,2.2263,369.05,,,,,Bolivia (Non-Mining)
Puente Aruma - Automática,July 2023,Cadmium,12.715,0.25,0.00025,50860.0,4.70637635583969,7.9,0.51,82.29,0.52,8.93,2.2263,369.05,,,,,Bolivia (Non-Mining)
Puente Aruma - Automática,July 2023,Lead,192.0,0.5,0.0005,384000.0,5.5843312243675305,7.9,0.51,82.29,0.52,8.93,2.2263,369.05,,,,,Bolivia (Non-Mining)
Puente Aruma - Automática,July 2023,Zinc,2672.5,25.0,0.025,106900.0,5.028977705208778,7.9,0.51,82.29,0.52,8.93,2.2263,369.05,,,,,Bolivia (Non-Mining)
Puente Aruma - Automática,May 2019,Arsenic,8.05,10.0,0.01,805.0,2.9057958803678687,8.4,4.5,67.315,1.34,8.49,2.315,373.5,1.3,0.5,0.43000000000000005,0.0515,Bolivia (Non-Mining)
Puente Aruma - Automática,May 2019,Cadmium,0.11,10.0,0.01,11.0,1.0413926851582251,8.4,4.5,67.315,1.34,8.49,2.315,373.5,1.3,0.5,0.43000000000000005,0.0515,Bolivia (Non-Mining)
Puente Aruma - Automática,May 2019,Lead,14.8,10.0,0.01,1480.0,3.1702617153949575,8.4,4.5,67.315,1.34,8.49,2.315,373.5,1.3,0.5,0.43000000000000005,0.0515,Bolivia (Non-Mining)
Puente Aruma - Automática,May 2019,Zinc,64.1,26.0,0.026,2465.3846153846152,3.3918846815479995,8.4,4.5,67.315,1.34,8.49,2.315,373.5,1.3,0.5,0.43000000000000005,0.0515,Bolivia (Non-Mining)
Puente Aruma - Automática,November 2021,Arsenic,10.0,44.0,0.044,227.27272727272728,2.3565473235138126,7.949999999999999,2.25,3.085,1.8250000000000002,7.25,3.24,471.5,1.8199999999999998,0.5,0.675,0.054,Bolivia (Non-Mining)
Puente Aruma - Automática,November 2021,Cadmium,0.065,0.8,0.0008,81.25,1.909823369650912,7.949999999999999,2.25,3.085,1.8250000000000002,7.25,3.24,471.5,1.8199999999999998,0.5,0.675,0.054,Bolivia (Non-Mining)
Puente Aruma - Automática,November 2021,Lead,21.8,158.0,0.158,137.9746835443038,2.139799406650182,7.949999999999999,2.25,3.085,1.8250000000000002,7.25,3.24,471.5,1.8199999999999998,0.5,0.675,0.054,Bolivia (Non-Mining)
Puente Aruma - Automática,November 2021,Zinc,79.8,450.0,0.45,177.33333333333331,2.2487903775753857,7.949999999999999,2.25,3.085,1.8250000000000002,7.25,3.24,471.5,1.8199999999999998,0.5,0.675,0.054,Bolivia (Non-Mining)
Puente Aruma - Automática,September 2016,Arsenic,5.9,4.0,0.004,1475.0,3.1687920203141817,8.0,2.0,41.93,1.02,8.43,2.83,378.0,1.63,0.5,0.39,0.041,Bolivia (Non-Mining)
Puente Aruma - Automática,September 2016,Cadmium,0.02,0.5,0.0005,40.0,1.6020599913279623,8.0,2.0,41.93,1.02,8.43,2.83,378.0,1.63,0.5,0.39,0.041,Bolivia (Non-Mining)
Puente Aruma - Automática,September 2016,Lead,14.9,1.5,0.0015,9933.333333333334,3.9970950093565927,8.0,2.0,41.93,1.02,8.43,2.83,378.0,1.63,0.5,0.39,0.041,Bolivia (Non-Mining)
Puente Aruma - Automática,September 2016,Zinc,64.8,12.5,0.0125,5183.999999999999,3.714664992862537,8.0,2.0,41.93,1.02,8.43,2.83,378.0,1.63,0.5,0.39,0.041,Bolivia (Non-Mining)
Puente Mendez,April 2019,Arsenic,13.65,10.0,0.01,1365.0,3.1351326513767748,5.9,3.0,77.06,0.74,6.94,2.46,401.0,1.185,0.5,0.51,0.038,Bolivia (Non-Mining)
Puente Mendez,April 2019,Cadmium,0.20500000000000002,10.0,0.01,20.5,1.3117538610557542,5.9,3.0,77.06,0.74,6.94,2.46,401.0,1.185,0.5,0.51,0.038,Bolivia (Non-Mining)
Puente Mendez,April 2019,Lead,43.9,30.0,0.03,1463.3333333333333,3.1653432655224587,5.9,3.0,77.06,0.74,6.94,2.46,401.0,1.185,0.5,0.51,0.038,Bolivia (Non-Mining)
Puente Mendez,April 2019,Zinc,70.35,192.0,0.192,366.40624999999994,2.563962873067215,5.9,3.0,77.06,0.74,6.94,2.46,401.0,1.185,0.5,0.51,0.038,Bolivia (Non-Mining)
Puente Mendez,August 2016,Arsenic,8.4,26.0,0.026,323.0769230769231,2.509305938091064,8.1,,,,8.77,1.525,292.5,0.8600000000000001,0.5,0.28,0.044,Bolivia (Non-Mining)
Puente Mendez,August 2016,Cadmium,0.16999999999999998,1.3,0.0013,130.76923076923077,2.116505569071437,8.1,,,,8.77,1.525,292.5,0.8600000000000001,0.5,0.28,0.044,Bolivia (Non-Mining)
Puente Mendez,August 2016,Lead,21.6,31.0,0.031,696.7741935483872,2.8430920573166585,8.1,,,,8.77,1.525,292.5,0.8600000000000001,0.5,0.28,0.044,Bolivia (Non-Mining)
Puente Mendez,August 2016,Zinc,69.1,355.0,0.355,194.64788732394365,2.2892496943191043,8.1,,,,8.77,1.525,292.5,0.8600000000000001,0.5,0.28,0.044,Bolivia (Non-Mining)
Puente Mendez,August 2022,Arsenic,12.469999999999999,33.0,0.033,377.8787878787878,2.577352513600655,7.4,1.0,67.21,0.22,7.13,2.6505,359.005,,,,,Bolivia (Non-Mining)
Puente Mendez,August 2022,Cadmium,1.31,2.5,0.0025,524.0,2.7193312869837265,7.4,1.0,67.21,0.22,7.13,2.6505,359.005,,,,,Bolivia (Non-Mining)
Puente Mendez,August 2022,Lead,15.629999999999999,11.0,0.011,1420.909090909091,3.152566292860962,7.4,1.0,67.21,0.22,7.13,2.6505,359.005,,,,,Bolivia (Non-Mining)
Puente Mendez,August 2022,Zinc,235.745,592.0,0.592,398.2179054054054,2.600120783677169,7.4,1.0,67.21,0.22,7.13,2.6505,359.005,,,,,Bolivia (Non-Mining)
Puente Mendez,August 2023,Arsenic,75.9,20.0,0.02,3795.0,3.5792117802314993,7.7,0.0,62.93,8.05,8.93,3.635,322.0,,,,,Bolivia (Non-Mining)
Puente Mendez,August 2023,Cadmium,0.5,0.5,0.0005,1000.0,3.0,7.7,0.0,62.93,8.05,8.93,3.635,322.0,,,,,Bolivia (Non-Mining)
Puente Mendez,August 2023,Lead,32.65,3.0,0.003,10883.333333333332,4.03676193089143,7.7,0.0,62.93,8.05,8.93,3.635,322.0,,,,,Bolivia (Non-Mining)
Puente Mendez,August 2023,Zinc,209.0,202.0,0.202,1034.6534653465346,3.0147949166644303,7.7,0.0,62.93,8.05,8.93,3.635,322.0,,,,,Bolivia (Non-Mining)
Puente Mendez,December 2023,Arsenic,4.46,24.0,0.024,185.83333333333331,2.269123617000536,8.0,0.0,93.5,0.27,6.7,0.6577500000000001,267.0,,,,,Bolivia (Non-Mining)
Puente Mendez,December 2023,Cadmium,0.08,0.25,0.00025,320.0,2.505149978319906,8.0,0.0,93.5,0.27,6.7,0.6577500000000001,267.0,,,,,Bolivia (Non-Mining)
Puente Mendez,December 2023,Lead,11.51,33.0,0.033,348.78787878787875,2.542561383751904,8.0,0.0,93.5,0.27,6.7,0.6577500000000001,267.0,,,,,Bolivia (Non-Mining)
Puente Mendez,December 2023,Zinc,33.55,205.0,0.205,163.65853658536585,2.2139386634492566,8.0,0.0,93.5,0.27,6.7,0.6577500000000001,267.0,,,,,Bolivia (Non-Mining)
Puente Mendez,February 2024,Arsenic,9.5,62.0,0.062,153.2258064516129,2.1853319157905937,8.2,26.7,34.6,1.7,7.24,3.7331000000000003,606.5,,,,,Bolivia (Non-Mining)
Puente Mendez,February 2024,Cadmium,5.0,58.0,0.058,86.20689655172413,1.9355420107730814,8.2,26.7,34.6,1.7,7.24,3.7331000000000003,606.5,,,,,Bolivia (Non-Mining)
Puente Mendez,February 2024,Lead,9.5,413.0,0.413,23.002421307506054,1.3617735536324467,8.2,26.7,34.6,1.7,7.24,3.7331000000000003,606.5,,,,,Bolivia (Non-Mining)
Puente Mendez,February 2024,Zinc,52.0,25.0,0.025,2080.0,3.3180633349627615,8.2,26.7,34.6,1.7,7.24,3.7331000000000003,606.5,,,,,Bolivia (Non-Mining)
Puente Mendez,November 2021,Arsenic,8.8,89.0,0.089,98.87640449438203,1.9950926655052559,7.91,1.25,60.129999999999995,0.685,6.62,2.105,343.5,0.855,0.5,0.435,0.0385,Bolivia (Non-Mining)
Puente Mendez,November 2021,Cadmium,0.08499999999999999,6.0,0.006,14.166666666666664,1.151267675330649,7.91,1.25,60.129999999999995,0.685,6.62,2.105,343.5,0.855,0.5,0.435,0.0385,Bolivia (Non-Mining)
Puente Mendez,November 2021,Lead,14.15,203.0,0.203,69.70443349753694,1.8432604019470962,7.91,1.25,60.129999999999995,0.685,6.62,2.105,343.5,0.855,0.5,0.435,0.0385,Bolivia (Non-Mining)
Puente Mendez,November 2021,Zinc,48.7,2000.0,2.0,24.35,1.3864989655506532,7.91,1.25,60.129999999999995,0.685,6.62,2.105,343.5,0.855,0.5,0.435,0.0385,Bolivia (Non-Mining)
