Station,Campaign,Date,Metal,Sediment_Conc_mg_per_kg,Water_Conc_ug_per_L,Water_Conc_mg_per_L,Partitioning_Ratio_L_per_kg,Log_Partitioning_Ratio,pH,Clay_%,Organic_Matter_%,DO_mg_per_L,Fe_%,Mn_mg_per_kg,Al_%,S_%,Ca_%,P_%,Location
Villamontes,August 2016,2016-08-31,Arsenic,8.6,4.0,0.004,2150.0,3.3324384599156054,8.1,2.0,0.62,8.52,3.1,360.0,1.76,0.5,0.53,0.047,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Cadmium,0.08,0.5,0.0005,160.0,2.2041199826559246,8.1,2.0,0.62,8.52,3.1,360.0,1.76,0.5,0.53,0.047,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Lead,18.5,1.5,0.0015,12333.333333333334,4.091080469347332,8.1,2.0,0.62,8.52,3.1,360.0,1.76,0.5,0.53,0.047,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Zinc,75.0,31.0,0.031,2419.3548387096776,3.3836995695574275,8.1,2.0,0.62,8.52,3.1,360.0,1.76,0.5,0.53,0.047,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Arsenic,5.8,4.0,0.004,1450.0,3.161368002234975,8.1,2.0,0.62,8.52,2.33,257.0,1.07,0.5,0.45,0.038,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Cadmium,0.01,0.5,0.0005,20.0,1.3010299956639813,8.1,2.0,0.62,8.52,2.33,257.0,1.07,0.5,0.45,0.038,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Lead,12.9,1.5,0.0015,8600.0,3.934498451243568,8.1,2.0,0.62,8.52,2.33,257.0,1.07,0.5,0.45,0.038,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Zinc,52.9,31.0,0.031,1706.4516129032259,3.232093978200913,8.1,2.0,0.62,8.52,2.33,257.0,1.07,0.5,0.45,0.038,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Arsenic,10.0,4.0,0.004,2500.0,3.3979400086720375,8.1,2.0,0.62,8.52,1.67,166.0,0.83,0.5,0.34,0.03,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Cadmium,0.04,0.5,0.0005,80.0,1.9030899869919435,8.1,2.0,0.62,8.52,1.67,166.0,0.83,0.5,0.34,0.03,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Lead,12.7,1.5,0.0015,8466.666666666666,3.9277124619002755,8.1,2.0,0.62,8.52,1.67,166.0,0.83,0.5,0.34,0.03,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Zinc,38.7,31.0,0.031,1248.3870967741937,3.0963492711846388,8.1,2.0,0.62,8.52,1.67,166.0,0.83,0.5,0.34,0.03,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Arsenic,6.1,4.0,0.004,1524.9999999999998,3.1832698436828046,8.8,2.0,0.25,8.52,3.81,354.0,1.48,0.5,0.5,0.053,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Cadmium,0.06,0.5,0.0005,120.0,2.0791812460476247,8.8,2.0,0.25,8.52,3.81,354.0,1.48,0.5,0.5,0.053,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Lead,19.5,1.5,0.0015,13000.0,4.113943352306837,8.8,2.0,0.25,8.52,3.81,354.0,1.48,0.5,0.5,0.053,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Zinc,73.7,31.0,0.031,2377.4193548387098,3.3761057940247787,8.8,2.0,0.25,8.52,3.81,354.0,1.48,0.5,0.5,0.053,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Arsenic,4.9,4.0,0.004,1225.0,3.0881360887005513,8.8,2.0,0.25,8.52,2.16,229.0,0.81,0.5,0.4,0.039,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Cadmium,0.03,0.5,0.0005,60.0,1.7781512503836436,8.8,2.0,0.25,8.52,2.16,229.0,0.81,0.5,0.4,0.039,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Lead,11.8,1.5,0.0015,7866.666666666667,3.895790748250444,8.8,2.0,0.25,8.52,2.16,229.0,0.81,0.5,0.4,0.039,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Zinc,40.7,31.0,0.031,1312.9032258064517,3.1182327153909473,8.8,2.0,0.25,8.52,2.16,229.0,0.81,0.5,0.4,0.039,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Arsenic,4.0,4.0,0.004,1000.0,3.0,8.8,2.0,0.25,8.52,1.37,134.0,0.6,0.5,0.3,0.025,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Cadmium,0.01,0.5,0.0005,20.0,1.3010299956639813,8.8,2.0,0.25,8.52,1.37,134.0,0.6,0.5,0.3,0.025,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Lead,7.85,1.5,0.0015,5233.333333333333,3.7187783976895714,8.8,2.0,0.25,8.52,1.37,134.0,0.6,0.5,0.3,0.025,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Zinc,27.2,31.0,0.031,877.4193548387096,2.943207210199926,8.8,2.0,0.25,8.52,1.37,134.0,0.6,0.5,0.3,0.025,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Arsenic,2.3,4.0,0.004,575.0,2.7596678446896306,8.8,2.0,0.25,8.52,1.34,116.0,0.53,0.5,0.32,0.02,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Cadmium,0.03,0.5,0.0005,60.0,1.7781512503836436,8.8,2.0,0.25,8.52,1.34,116.0,0.53,0.5,0.32,0.02,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Lead,5.74,1.5,0.0015,3826.6666666666665,3.5828206333422923,8.8,2.0,0.25,8.52,1.34,116.0,0.53,0.5,0.32,0.02,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Zinc,22.2,31.0,0.031,716.1290322580645,2.8549912806163658,8.8,2.0,0.25,8.52,1.34,116.0,0.53,0.5,0.32,0.02,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Arsenic,8.3,4.0,0.004,2075.0,3.3170181010481117,8.4,1.0,0.27,8.52,4.82,443.0,1.6,0.5,0.49,0.062,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Cadmium,0.05,0.5,0.0005,100.0,2.0,8.4,1.0,0.27,8.52,4.82,443.0,1.6,0.5,0.49,0.062,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Lead,24.8,1.5,0.0015,16533.333333333332,4.218360421770535,8.4,1.0,0.27,8.52,4.82,443.0,1.6,0.5,0.49,0.062,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Zinc,89.0,31.0,0.031,2870.967741935484,3.45802831281064,8.4,1.0,0.27,8.52,4.82,443.0,1.6,0.5,0.49,0.062,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Arsenic,7.4,4.0,0.004,1850.0,3.2671717284030137,8.4,1.0,0.27,8.52,3.0,314.0,0.99,0.5,0.41,0.05,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Cadmium,0.01,0.5,0.0005,20.0,1.3010299956639813,8.4,1.0,0.27,8.52,3.0,314.0,0.99,0.5,0.41,0.05,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Lead,15.8,1.5,0.0015,10533.333333333334,4.022565827898742,8.4,1.0,0.27,8.52,3.0,314.0,0.99,0.5,0.41,0.05,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Zinc,55.8,31.0,0.031,1800.0,3.255272505103306,8.4,1.0,0.27,8.52,3.0,314.0,0.99,0.5,0.41,0.05,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Arsenic,3.8,4.0,0.004,949.9999999999999,2.9777236052888476,8.4,1.0,0.27,8.52,1.7,169.0,0.73,0.5,0.31,0.033,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Cadmium,0.02,0.5,0.0005,40.0,1.6020599913279623,8.4,1.0,0.27,8.52,1.7,169.0,0.73,0.5,0.31,0.033,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Lead,8.59,1.5,0.0015,5726.666666666666,3.757901904775561,8.4,1.0,0.27,8.52,1.7,169.0,0.73,0.5,0.31,0.033,Bolivia (Non-Mining)
Villamontes,August 2016,2016-08-31,Zinc,34.3,31.0,0.031,1106.4516129032256,3.0439324262084977,8.4,1.0,0.27,8.52,1.7,169.0,0.73,0.5,0.31,0.033,Bolivia (Non-Mining)
Villamontes,December 2017,2017-12-18,Arsenic,5.1,74.0,0.074,68.91891891891892,1.8383384563669602,8.2,1.0,0.65,7.4,1.97,272.0,1.08,0.5,0.43,0.045,Bolivia (Non-Mining)
Villamontes,December 2017,2017-12-18,Cadmium,0.03,1.0,0.001,30.0,1.4771212547196624,8.2,1.0,0.65,7.4,1.97,272.0,1.08,0.5,0.43,0.045,Bolivia (Non-Mining)
Villamontes,December 2017,2017-12-18,Lead,11.4,176.0,0.176,64.77272727272728,1.8113921835223228,8.2,1.0,0.65,7.4,1.97,272.0,1.08,0.5,0.43,0.045,Bolivia (Non-Mining)
Villamontes,December 2017,2017-12-18,Zinc,41.5,499.0,0.499,83.16633266533066,1.9199475510887027,8.2,1.0,0.65,7.4,1.97,272.0,1.08,0.5,0.43,0.045,Bolivia (Non-Mining)
Villamontes,December 2017,2017-12-18,Arsenic,5.2,74.0,0.074,70.27027027027027,1.846771623903823,8.4,1.0,0.6,7.4,1.73,247.0,1.13,0.5,0.47,0.041,Bolivia (Non-Mining)
Villamontes,December 2017,2017-12-18,Cadmium,0.06,1.0,0.001,60.0,1.7781512503836436,8.4,1.0,0.6,7.4,1.73,247.0,1.13,0.5,0.47,0.041,Bolivia (Non-Mining)
Villamontes,December 2017,2017-12-18,Lead,10.5,176.0,0.176,59.659090909090914,1.7756766312557883,8.4,1.0,0.6,7.4,1.73,247.0,1.13,0.5,0.47,0.041,Bolivia (Non-Mining)
Villamontes,December 2017,2017-12-18,Zinc,37.8,499.0,0.499,75.75150300601202,1.8793912542138353,8.4,1.0,0.6,7.4,1.73,247.0,1.13,0.5,0.47,0.041,Bolivia (Non-Mining)
Villamontes,December 2017,2017-12-18,Arsenic,4.4,74.0,0.074,59.45945945945947,1.7742209567552112,8.4,1.0,0.6,7.4,1.07,158.0,0.85,0.5,0.37,0.027,Bolivia (Non-Mining)
Villamontes,December 2017,2017-12-18,Cadmium,0.04,1.0,0.001,40.0,1.6020599913279623,8.4,1.0,0.6,7.4,1.07,158.0,0.85,0.5,0.37,0.027,Bolivia (Non-Mining)
Villamontes,December 2017,2017-12-18,Lead,7.3,176.0,0.176,41.47727272727273,1.6178101923063062,8.4,1.0,0.6,7.4,1.07,158.0,0.85,0.5,0.37,0.027,Bolivia (Non-Mining)
Villamontes,December 2017,2017-12-18,Zinc,29.3,499.0,0.499,58.71743486973948,1.7687670747307196,8.4,1.0,0.6,7.4,1.07,158.0,0.85,0.5,0.37,0.027,Bolivia (Non-Mining)
Villamontes,October 2017,2017-10-25,Arsenic,7.4,64.0,0.064,115.625,2.063051745747089,7.9,3.0,1.33,7.72,1.02,170.0,0.78,0.5,0.3,0.029,Bolivia (Non-Mining)
Villamontes,October 2017,2017-10-25,Cadmium,0.13,1.0,0.001,130.0,2.113943352306837,7.9,3.0,1.33,7.72,1.02,170.0,0.78,0.5,0.3,0.029,Bolivia (Non-Mining)
Villamontes,October 2017,2017-10-25,Lead,11.4,145.0,0.145,78.62068965517243,1.8955368491014977,7.9,3.0,1.33,7.72,1.02,170.0,0.78,0.5,0.3,0.029,Bolivia (Non-Mining)
Villamontes,October 2017,2017-10-25,Zinc,33.6,552.0,0.552,60.869565217391305,1.7844001996606451,7.9,3.0,1.33,7.72,1.02,170.0,0.78,0.5,0.3,0.029,Bolivia (Non-Mining)
Villamontes,August 2017,2017-08-28,Arsenic,2.8,10.0,0.01,280.0,2.4471580313422194,7.8,1.0,0.65,7.93,1.18,181.0,0.73,0.5,0.3,0.037,Bolivia (Non-Mining)
Villamontes,August 2017,2017-08-28,Cadmium,0.02,0.5,0.0005,40.0,1.6020599913279623,7.8,1.0,0.65,7.93,1.18,181.0,0.73,0.5,0.3,0.037,Bolivia (Non-Mining)
Villamontes,August 2017,2017-08-28,Lead,6.23,1.0,0.001,6230.0,3.7944880466591697,7.8,1.0,0.65,7.93,1.18,181.0,0.73,0.5,0.3,0.037,Bolivia (Non-Mining)
Villamontes,August 2017,2017-08-28,Zinc,29.7,10.0,0.01,2970.0,3.4727564493172123,7.8,1.0,0.65,7.93,1.18,181.0,0.73,0.5,0.3,0.037,Bolivia (Non-Mining)
Villamontes,August 2017,2017-08-28,Arsenic,7.2,10.0,0.01,720.0,2.8573324964312685,8.4,1.0,0.6,7.93,2.85,356.0,1.2,0.5,0.5,0.057,Bolivia (Non-Mining)
Villamontes,August 2017,2017-08-28,Cadmium,0.09,0.5,0.0005,180.0,2.255272505103306,8.4,1.0,0.6,7.93,2.85,356.0,1.2,0.5,0.5,0.057,Bolivia (Non-Mining)
Villamontes,August 2017,2017-08-28,Lead,14.3,1.0,0.001,14300.0,4.155336037465061,8.4,1.0,0.6,7.93,2.85,356.0,1.2,0.5,0.5,0.057,Bolivia (Non-Mining)
Villamontes,August 2017,2017-08-28,Zinc,62.0,10.0,0.01,6200.0,3.792391689498254,8.4,1.0,0.6,7.93,2.85,356.0,1.2,0.5,0.5,0.057,Bolivia (Non-Mining)
Villamontes,August 2017,2017-08-28,Arsenic,3.2,10.0,0.01,320.0,2.505149978319906,8.4,1.0,0.6,7.93,1.25,182.0,0.82,0.5,0.33,0.037,Bolivia (Non-Mining)
Villamontes,August 2017,2017-08-28,Cadmium,0.04,0.5,0.0005,80.0,1.9030899869919435,8.4,1.0,0.6,7.93,1.25,182.0,0.82,0.5,0.33,0.037,Bolivia (Non-Mining)
Villamontes,August 2017,2017-08-28,Lead,6.92,1.0,0.001,6920.0,3.840106094456758,8.4,1.0,0.6,7.93,1.25,182.0,0.82,0.5,0.33,0.037,Bolivia (Non-Mining)
Villamontes,August 2017,2017-08-28,Zinc,30.0,10.0,0.01,3000.0,3.4771212547196626,8.4,1.0,0.6,7.93,1.25,182.0,0.82,0.5,0.33,0.037,Bolivia (Non-Mining)
Villamontes,August 2017,2017-08-28,Arsenic,2.0,10.0,0.01,200.0,2.3010299956639813,8.8,1.0,0.35,7.93,1.2,168.0,0.72,0.5,0.32,0.039,Bolivia (Non-Mining)
Villamontes,August 2017,2017-08-28,Cadmium,0.005,0.5,0.0005,10.0,1.0,8.8,1.0,0.35,7.93,1.2,168.0,0.72,0.5,0.32,0.039,Bolivia (Non-Mining)
Villamontes,August 2017,2017-08-28,Lead,6.85,1.0,0.001,6849.999999999999,3.8356905714924254,8.8,1.0,0.35,7.93,1.2,168.0,0.72,0.5,0.32,0.039,Bolivia (Non-Mining)
Villamontes,August 2017,2017-08-28,Zinc,28.8,10.0,0.01,2880.0,3.459392487759231,8.8,1.0,0.35,7.93,1.2,168.0,0.72,0.5,0.32,0.039,Bolivia (Non-Mining)
Villamontes,August 2017,2017-08-28,Arsenic,1.0,10.0,0.01,100.0,2.0,8.8,1.0,0.35,7.93,0.73,116.0,0.45,0.5,0.28,0.025,Bolivia (Non-Mining)
Villamontes,August 2017,2017-08-28,Cadmium,0.04,0.5,0.0005,80.0,1.9030899869919435,8.8,1.0,0.35,7.93,0.73,116.0,0.45,0.5,0.28,0.025,Bolivia (Non-Mining)
Villamontes,August 2017,2017-08-28,Lead,4.92,1.0,0.001,4920.0,3.69196510276736,8.8,1.0,0.35,7.93,0.73,116.0,0.45,0.5,0.28,0.025,Bolivia (Non-Mining)
Villamontes,August 2017,2017-08-28,Zinc,20.0,10.0,0.01,2000.0,3.3010299956639813,8.8,1.0,0.35,7.93,0.73,116.0,0.45,0.5,0.28,0.025,Bolivia (Non-Mining)
Villamontes,March 2017,2017-03-21,Arsenic,15.3,121.0,0.121,126.44628099173555,2.1019060605011486,8.3,2.0,0.75,8.33,2.36,311.0,1.18,0.5,0.51,0.048,Bolivia (Non-Mining)
Villamontes,March 2017,2017-03-21,Cadmium,0.25,3.0,0.003,83.33333333333333,1.9208187539523751,8.3,2.0,0.75,8.33,2.36,311.0,1.18,0.5,0.51,0.048,Bolivia (Non-Mining)
Villamontes,March 2017,2017-03-21,Lead,17.2,236.0,0.236,72.88135593220339,1.8626164439374424,8.3,2.0,0.75,8.33,2.36,311.0,1.18,0.5,0.51,0.048,Bolivia (Non-Mining)
Villamontes,March 2017,2017-03-21,Zinc,87.3,561.0,0.561,155.61497326203207,2.1920513824494083,8.3,2.0,0.75,8.33,2.36,311.0,1.18,0.5,0.51,0.048,Bolivia (Non-Mining)
Villamontes,March 2017,2017-03-21,Arsenic,22.8,121.0,0.121,188.42975206611573,2.2751494766840037,7.9,2.0,0.65,8.33,2.68,353.0,1.19,0.5,0.47,0.055,Bolivia (Non-Mining)
Villamontes,March 2017,2017-03-21,Cadmium,0.28,3.0,0.003,93.33333333333334,1.9700367766225568,7.9,2.0,0.65,8.33,2.68,353.0,1.19,0.5,0.47,0.055,Bolivia (Non-Mining)
Villamontes,March 2017,2017-03-21,Lead,20.7,236.0,0.236,87.71186440677967,1.9430583424868113,7.9,2.0,0.65,8.33,2.68,353.0,1.19,0.5,0.47,0.055,Bolivia (Non-Mining)
Villamontes,March 2017,2017-03-21,Zinc,91.2,561.0,0.561,162.5668449197861,2.211031977072255,7.9,2.0,0.65,8.33,2.68,353.0,1.19,0.5,0.47,0.055,Bolivia (Non-Mining)
Villamontes,March 2017,2017-03-21,Arsenic,13.7,121.0,0.121,113.22314049586777,2.053935196839957,7.9,2.0,0.65,8.33,1.78,228.0,0.93,0.5,0.45,0.03,Bolivia (Non-Mining)
Villamontes,March 2017,2017-03-21,Cadmium,0.19,3.0,0.003,63.333333333333336,1.8016323462331665,7.9,2.0,0.65,8.33,1.78,228.0,0.93,0.5,0.45,0.03,Bolivia (Non-Mining)
Villamontes,March 2017,2017-03-21,Lead,14.1,236.0,0.236,59.74576271186441,1.7763071096852734,7.9,2.0,0.65,8.33,1.78,228.0,0.93,0.5,0.45,0.03,Bolivia (Non-Mining)
Villamontes,March 2017,2017-03-21,Zinc,57.9,561.0,0.561,103.2085561497326,2.013715702471275,7.9,2.0,0.65,8.33,1.78,228.0,0.93,0.5,0.45,0.03,Bolivia (Non-Mining)
Villamontes,March 2017,2017-03-21,Arsenic,16.7,121.0,0.121,138.01652892561984,2.139931100831133,8.1,2.0,1.07,8.33,2.9,396.0,2.06,0.5,0.45,0.048,Bolivia (Non-Mining)
Villamontes,March 2017,2017-03-21,Cadmium,0.28,3.0,0.003,93.33333333333334,1.9700367766225568,8.1,2.0,1.07,8.33,2.9,396.0,2.06,0.5,0.45,0.048,Bolivia (Non-Mining)
Villamontes,March 2017,2017-03-21,Lead,17.5,236.0,0.236,74.15254237288136,1.870126045716188,8.1,2.0,1.07,8.33,2.9,396.0,2.06,0.5,0.45,0.048,Bolivia (Non-Mining)
Villamontes,March 2017,2017-03-21,Zinc,106.0,561.0,0.561,188.9483065953654,2.276343004008609,8.1,2.0,1.07,8.33,2.9,396.0,2.06,0.5,0.45,0.048,Bolivia (Non-Mining)
Villamontes,March 2017,2017-03-21,Arsenic,15.2,121.0,0.121,125.6198347107438,2.0990582176283223,8.1,2.0,1.07,8.33,2.64,361.0,1.84,0.5,0.46,0.043,Bolivia (Non-Mining)
Villamontes,March 2017,2017-03-21,Cadmium,0.29,3.0,0.003,96.66666666666666,1.9852767431792937,8.1,2.0,1.07,8.33,2.64,361.0,1.84,0.5,0.46,0.043,Bolivia (Non-Mining)
Villamontes,March 2017,2017-03-21,Lead,15.9,236.0,0.236,67.37288135593221,1.828485121350345,8.1,2.0,1.07,8.33,2.64,361.0,1.84,0.5,0.46,0.043,Bolivia (Non-Mining)
Villamontes,March 2017,2017-03-21,Zinc,97.6,561.0,0.561,173.97504456327982,2.2404869564105305,8.1,2.0,1.07,8.33,2.64,361.0,1.84,0.5,0.46,0.043,Bolivia (Non-Mining)
Villamontes,May 2018,2018-05-29,Arsenic,2.4,10.0,0.01,240.0,2.380211241711606,8.4,1.0,0.17,7.67,7.12,554.0,1.03,0.5,0.46,0.073,Bolivia (Non-Mining)
Villamontes,May 2018,2018-05-29,Cadmium,0.06,10.0,0.01,6.0,0.7781512503836436,8.4,1.0,0.17,7.67,7.12,554.0,1.03,0.5,0.46,0.073,Bolivia (Non-Mining)
Villamontes,May 2018,2018-05-29,Lead,27.6,10.0,0.01,2760.0,3.4409090820652177,8.4,1.0,0.17,7.67,7.12,554.0,1.03,0.5,0.46,0.073,Bolivia (Non-Mining)
Villamontes,May 2018,2018-05-29,Zinc,86.1,10.0,0.01,8610.0,3.935003151453655,8.4,1.0,0.17,7.67,7.12,554.0,1.03,0.5,0.46,0.073,Bolivia (Non-Mining)
Villamontes,May 2018,2018-05-29,Arsenic,5.4,10.0,0.01,540.0,2.7323937598229686,8.4,1.0,0.17,7.67,1.57,197.0,0.77,0.5,0.36,0.041,Bolivia (Non-Mining)
Villamontes,May 2018,2018-05-29,Cadmium,0.09,10.0,0.01,9.0,0.9542425094393249,8.4,1.0,0.17,7.67,1.57,197.0,0.77,0.5,0.36,0.041,Bolivia (Non-Mining)
Villamontes,May 2018,2018-05-29,Lead,10.5,10.0,0.01,1050.0,3.0211892990699383,8.4,1.0,0.17,7.67,1.57,197.0,0.77,0.5,0.36,0.041,Bolivia (Non-Mining)
Villamontes,May 2018,2018-05-29,Zinc,40.1,10.0,0.01,4010.0,3.603144372620182,8.4,1.0,0.17,7.67,1.57,197.0,0.77,0.5,0.36,0.041,Bolivia (Non-Mining)
Villamontes,May 2018,2018-05-29,Arsenic,38.5,10.0,0.01,3850.0,3.5854607295085006,8.9,1.0,0.1,7.67,1.53,215.0,0.96,0.5,0.43,0.037,Bolivia (Non-Mining)
Villamontes,May 2018,2018-05-29,Cadmium,0.005,10.0,0.01,0.5,-0.3010299956639812,8.9,1.0,0.1,7.67,1.53,215.0,0.96,0.5,0.43,0.037,Bolivia (Non-Mining)
Villamontes,May 2018,2018-05-29,Lead,107.0,10.0,0.01,10700.0,4.02938377768521,8.9,1.0,0.1,7.67,1.53,215.0,0.96,0.5,0.43,0.037,Bolivia (Non-Mining)
Villamontes,May 2018,2018-05-29,Zinc,40.5,10.0,0.01,4050.0,3.6074550232146687,8.9,1.0,0.1,7.67,1.53,215.0,0.96,0.5,0.43,0.037,Bolivia (Non-Mining)
Villamontes,May 2018,2018-05-29,Arsenic,7.5,10.0,0.01,750.0,2.8750612633917,8.9,1.0,0.1,7.67,1.22,157.0,1.41,0.5,0.4,0.031,Bolivia (Non-Mining)
Villamontes,May 2018,2018-05-29,Cadmium,0.04,10.0,0.01,4.0,0.6020599913279624,8.9,1.0,0.1,7.67,1.22,157.0,1.41,0.5,0.4,0.031,Bolivia (Non-Mining)
Villamontes,May 2018,2018-05-29,Lead,62.7,10.0,0.01,6270.0,3.7972675408307164,8.9,1.0,0.1,7.67,1.22,157.0,1.41,0.5,0.4,0.031,Bolivia (Non-Mining)
Villamontes,May 2018,2018-05-29,Zinc,33.1,10.0,0.01,3310.0,3.519827993775719,8.9,1.0,0.1,7.67,1.22,157.0,1.41,0.5,0.4,0.031,Bolivia (Non-Mining)
Villamontes,September 2019,2019-09-29,Arsenic,5.2,27.0,0.027,192.5925925925926,2.284639579475812,8.3,2.0,0.93,7.9,1.38,213.0,0.89,0.5,0.47,0.034,Bolivia (Non-Mining)
Villamontes,September 2019,2019-09-29,Cadmium,0.1,10.0,0.01,10.0,1.0,8.3,2.0,0.93,7.9,1.38,213.0,0.89,0.5,0.47,0.034,Bolivia (Non-Mining)
Villamontes,September 2019,2019-09-29,Lead,11.7,58.0,0.058,201.72413793103445,2.3047578681832244,8.3,2.0,0.93,7.9,1.38,213.0,0.89,0.5,0.47,0.034,Bolivia (Non-Mining)
Villamontes,September 2019,2019-09-29,Zinc,41.0,110.0,0.11,372.72727272727275,2.5713911715615105,8.3,2.0,0.93,7.9,1.38,213.0,0.89,0.5,0.47,0.034,Bolivia (Non-Mining)
Villamontes,September 2019,2019-09-29,Arsenic,5.2,27.0,0.027,192.5925925925926,2.284639579475812,8.3,2.0,0.93,7.9,0.87,150.0,0.6,0.5,0.44,0.023,Bolivia (Non-Mining)
Villamontes,September 2019,2019-09-29,Cadmium,0.07,10.0,0.01,7.000000000000001,0.8450980400142569,8.3,2.0,0.93,7.9,0.87,150.0,0.6,0.5,0.44,0.023,Bolivia (Non-Mining)
Villamontes,September 2019,2019-09-29,Lead,14.9,58.0,0.058,256.8965517241379,2.4097582748493367,8.3,2.0,0.93,7.9,0.87,150.0,0.6,0.5,0.44,0.023,Bolivia (Non-Mining)
Villamontes,September 2019,2019-09-29,Zinc,33.6,110.0,0.11,305.45454545454544,2.484946592231619,8.3,2.0,0.93,7.9,0.87,150.0,0.6,0.5,0.44,0.023,Bolivia (Non-Mining)
Villamontes,September 2019,2019-09-29,Arsenic,7.1,27.0,0.027,262.96296296296293,2.419894584560088,8.3,2.0,0.73,7.9,1.87,273.0,1.24,0.5,0.6,0.042,Bolivia (Non-Mining)
Villamontes,September 2019,2019-09-29,Cadmium,0.14,10.0,0.01,14.000000000000002,1.1461280356782382,8.3,2.0,0.73,7.9,1.87,273.0,1.24,0.5,0.6,0.042,Bolivia (Non-Mining)
Villamontes,September 2019,2019-09-29,Lead,17.2,58.0,0.058,296.551724137931,2.4721004533446114,8.3,2.0,0.73,7.9,1.87,273.0,1.24,0.5,0.6,0.042,Bolivia (Non-Mining)
Villamontes,September 2019,2019-09-29,Zinc,57.1,110.0,0.11,519.0909090909091,2.7152434230876232,8.3,2.0,0.73,7.9,1.87,273.0,1.24,0.5,0.6,0.042,Bolivia (Non-Mining)
Villamontes,September 2019,2019-09-29,Arsenic,4.9,27.0,0.027,181.4814814814815,2.2588323158695265,8.3,2.0,0.73,7.9,1.3,198.0,0.75,0.5,0.47,0.031,Bolivia (Non-Mining)
Villamontes,September 2019,2019-09-29,Cadmium,0.06,10.0,0.01,6.0,0.7781512503836436,8.3,2.0,0.73,7.9,1.3,198.0,0.75,0.5,0.47,0.031,Bolivia (Non-Mining)
Villamontes,September 2019,2019-09-29,Lead,12.7,58.0,0.058,218.96551724137927,2.3403757273930195,8.3,2.0,0.73,7.9,1.3,198.0,0.75,0.5,0.47,0.031,Bolivia (Non-Mining)
Villamontes,September 2019,2019-09-29,Zinc,39.4,110.0,0.11,358.1818181818182,2.5541035366673492,8.3,2.0,0.73,7.9,1.3,198.0,0.75,0.5,0.47,0.031,Bolivia (Non-Mining)
Villamontes,September 2019,2019-09-29,Arsenic,4.1,27.0,0.027,151.85185185185185,2.181420092560748,8.3,2.0,0.73,7.9,0.9,147.0,0.69,0.5,0.44,0.022,Bolivia (Non-Mining)
Villamontes,September 2019,2019-09-29,Cadmium,0.07,10.0,0.01,7.000000000000001,0.8450980400142569,8.3,2.0,0.73,7.9,0.9,147.0,0.69,0.5,0.44,0.022,Bolivia (Non-Mining)
Villamontes,September 2019,2019-09-29,Lead,10.9,58.0,0.058,187.9310344827586,2.2739985043776865,8.3,2.0,0.73,7.9,0.9,147.0,0.69,0.5,0.44,0.022,Bolivia (Non-Mining)
Villamontes,September 2019,2019-09-29,Zinc,28.8,110.0,0.11,261.8181818181818,2.4179998026010057,8.3,2.0,0.73,7.9,0.9,147.0,0.69,0.5,0.44,0.022,Bolivia (Non-Mining)
